date,time,tempC,windspeedKmph,winddirDegree,weatherDesc,precipMM,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC

2018-02-13,0,-13,8,123,Freezing fog,0.0,98,0,1026,86,-13,-14,-19,17,-19

2018-02-13,1200,-6,12,133,Light snow,0.1,91,10,1027,96,-6,-7,-11,16,-11

2018-02-14,0,-10,9,111,Mist,0.0,95,2,1030,100,-10,-11,-16,17,-16

2018-02-14,1200,-6,14,115,Moderate snow,0.2,86,5,1031,100,-6,-8,-12,19,-12

2018-02-15,0,-10,7,115,Heavy snow,0.4,96,2,1034,100,-10,-11,-16,11,-16

2018-02-15,1200,-7,9,126,Moderate snow,0.1,91,5,1036,100,-7,-8,-12,12,-12

2018-02-16,0,-8,8,146,Moderate snow,0.1,97,5,1035,100,-8,-8,-12,12,-12

2018-02-16,1200,-3,12,163,Moderate snow,0.2,94,5,1032,100,-3,-4,-8,15,-8

2018-02-17,0,-6,9,152,Moderate snow,0.2,95,5,1030,100,-6,-7,-12,14,-12

2018-02-17,1200,-4,12,156,Heavy snow,0.3,92,2,1025,100,-4,-5,-9,16,-9

2018-02-18,0,-6,10,127,Heavy snow,1.0,96,2,1022,100,-6,-6,-11,14,-11

2018-02-18,1200,-3,8,159,Heavy snow,0.6,91,2,1019,100,-3,-4,-6,10,-6

2018-02-19,0,-5,5,137,Heavy snow,0.3,98,2,1017,100,-5,-5,-8,7,-8

2018-02-19,1200,-1,8,310,Heavy snow,0.6,90,2,1017,100,-1,-2,-4,10,-4

2018-02-20,0,-12,7,294,Freezing fog,0.0,97,0,1019,100,-12,-12,-16,15,-16

2018-02-20,1200,-5,13,306,Heavy snow,0.3,85,2,1018,100,-5,-7,-10,17,-10

2018-02-21,0,-17,10,297,Freezing fog,0.0,97,0,1023,87,-17,-17,-24,20,-24

2018-02-21,1200,-10,11,303,Light snow,0.0,88,10,1024,94,-10,-11,-16,14,-16

2018-02-22,0,-19,10,301,Freezing fog,0.0,99,0,1028,85,-19,-19,-26,20,-26

2018-02-22,1200,-10,9,321,Cloudy,0.0,89,10,1028,85,-10,-12,-16,11,-16

2018-02-23,0,-20,5,308,Freezing fog,0.0,100,0,1030,88,-20,-20,-25,10,-25

2018-02-23,1200,-10,4,299,Light snow,0.1,86,10,1028,91,-10,-12,-14,5,-14

2018-02-24,0,-18,5,355,Light snow,0.0,99,10,1028,93,-18,-18,-21,11,-21

2018-02-24,1200,-10,7,11,Light snow,0.1,86,10,1028,95,-10,-12,-14,9,-14

2018-02-25,0,-19,6,9,Light snow,0.0,99,10,1029,100,-19,-19,-24,11,-24

2018-02-25,1200,-13,6,1,Overcast,0.0,85,10,1027,100,-13,-15,-18,8,-18

2018-02-26,0,-21,6,14,Freezing fog,0.0,99,0,1028,100,-21,-22,-27,13,-27

2018-02-26,1200,-14,5,16,Overcast,0.0,81,10,1027,100,-14,-16,-17,6,-17

2018-02-27,0,-22,5,41,Freezing fog,0.0,99,0,1033,100,-22,-22,-28,11,-28

2018-02-27,1200,-13,8,23,Overcast,0.0,85,10,1037,91,-13,-15,-20,10,-20

2018-02-28,0,-22,9,34,Freezing fog,0.0,98,0,1040,100,-22,-23,-31,17,-31

2018-02-28,1200,-14,14,62,Overcast,0.0,88,10,1038,100,-14,-16,-23,18,-23

2018-03-01,0,-19,13,91,Overcast,0.0,97,10,1037,94,-19,-19,-27,24,-27

2018-03-01,1200,-11,14,89,Partly cloudy,0.0,86,10,1032,43,-11,-13,-18,17,-18

2018-03-02,0,-16,12,97,Mist,0.0,97,2,1029,91,-16,-17,-24,21,-24

2018-03-02,1200,-8,9,136,Moderate snow,0.1,92,5,1023,100,-8,-9,-14,11,-14

2018-03-03,0,-15,6,150,Light snow,0.0,98,10,1020,100,-15,-15,-20,12,-20

2018-03-03,1200,-8,13,120,Light snow,0.1,90,10,1013,100,-8,-10,-14,15,-14

2018-03-04,0,-10,21,86,Heavy snow,1.9,94,2,1003,100,-10,-11,-19,30,-19

2018-03-04,1200,-9,15,62,Heavy snow,2.6,92,2,994,100,-9,-10,-16,18,-16

2018-03-05,0,-12,13,352,Heavy snow,0.9,93,2,996,100,-12,-13,-19,19,-19

2018-03-05,1200,-7,19,334,Light snow showers,0.0,82,10,1006,95,-7,-10,-15,24,-15

2018-03-06,0,-16,7,327,Mist,0.0,95,2,1017,35,-16,-17,-22,14,-22

2018-03-06,1200,-8,6,148,Partly cloudy,0.0,80,10,1019,30,-8,-11,-13,7,-13

2018-03-07,0,-14,10,133,Cloudy,0.0,93,10,1018,69,-14,-15,-21,17,-21

2018-03-07,1200,-4,12,119,Moderate snow,0.2,90,5,1013,100,-4,-6,-10,13,-10

2018-03-08,0,-13,10,92,Freezing fog,0.0,98,0,1013,97,-13,-13,-20,17,-20

2018-03-08,1200,-4,10,76,Partly cloudy,0.0,88,10,1014,51,-4,-6,-9,11,-9

2018-03-09,0,-14,8,101,Mist,0.0,96,2,1018,47,-14,-14,-20,17,-20

2018-03-09,1200,-4,10,106,Partly cloudy,0.0,88,10,1019,56,-4,-6,-9,13,-9

2018-03-10,0,-11,13,124,Overcast,0.0,96,10,1019,97,-11,-12,-18,22,-18

2018-03-10,1200,-5,15,137,Heavy snow,0.8,91,2,1018,100,-5,-6,-11,19,-11

2018-03-11,0,-9,9,131,Moderate snow,0.2,96,5,1022,100,-9,-9,-14,14,-14

2018-03-11,1200,-4,13,157,Moderate snow,0.2,89,5,1023,100,-4,-6,-10,16,-10

2018-03-12,0,-7,12,176,Light snow,0.0,95,10,1024,97,-7,-8,-13,18,-13

2018-03-12,1200,-0,17,173,Moderate snow,0.1,92,5,1021,100,-0,-2,-6,23,-6

2018-03-13,0,-2,14,181,Ice pellets,1.1,93,8,1018,100,-2,-3,-8,20,-8

2018-03-13,1200,1,14,192,Cloudy,0.0,89,10,1015,66,1,-1,-5,21,-5

2018-03-14,0,-7,12,179,Patchy heavy snow,0.5,84,5,1013,52,-7,-9,-14,19,-14

2018-03-14,1200,-1,15,189,Moderate snow,0.1,90,5,1010,95,-1,-2,-6,20,-6

2018-03-15,0,-5,9,183,Heavy snow,0.4,94,2,1006,100,-5,-6,-11,12,-11

2018-03-15,1200,-2,15,344,Heavy snow,1.2,87,2,1006,100,-2,-4,-8,18,-8

2018-03-16,0,-13,11,318,Patchy light snow,0.1,96,10,1013,41,-13,-14,-20,22,-20

2018-03-16,1200,-9,13,307,Moderate or heavy snow showers,0.2,77,7,1015,92,-9,-12,-15,16,-15

2018-03-17,0,-18,7,322,Mist,0.0,95,2,1020,33,-18,-19,-24,14,-24

2018-03-17,1200,-9,10,350,Overcast,0.0,78,10,1019,100,-9,-12,-14,12,-14

2018-03-18,0,-19,8,342,Mist,0.0,97,2,1021,49,-19,-20,-26,16,-26

2018-03-18,1200,-6,11,276,Partly cloudy,0.0,76,10,1019,36,-6,-10,-12,13,-12

2018-03-19,0,-11,10,230,Cloudy,0.0,95,10,1017,66,-11,-12,-18,20,-18

2018-03-19,1200,-2,13,229,Partly cloudy,0.0,83,10,1012,49,-2,-4,-8,16,-8

2018-03-20,0,-7,12,232,Overcast,0.0,96,10,1011,89,-7,-8,-13,20,-13

2018-03-20,1200,1,13,246,Sunny,0.0,91,10,1011,7,1,-0,-4,15,-4

2018-03-21,0,-7,3,250,Partly cloudy,0.0,90,10,1012,56,-7,-9,-7,5,-7

2018-03-21,1200,0,7,39,Heavy snow,1.0,96,2,1009,100,0,-0,-2,8,-2

2018-03-22,0,-6,8,344,Mist,0.0,96,2,1009,94,-6,-6,-10,16,-10

2018-03-22,1200,-1,10,285,Moderate or heavy snow showers,0.1,82,7,1009,93,-1,-4,-5,12,-5

2018-03-23,0,-4,15,234,Light snow,0.1,93,10,1005,100,-4,-5,-10,22,-10

2018-03-23,1200,1,18,274,Moderate or heavy snow showers,0.9,82,7,1000,89,1,-2,-5,25,-5

2018-03-24,0,-7,9,289,Light snow,0.0,95,10,1003,94,-7,-7,-12,16,-12

2018-03-24,1200,-0,10,340,Sunny,0.0,79,10,1009,6,-0,-4,-4,12,-4

2018-03-25,0,-9,9,227,Partly cloudy,0.0,92,10,1012,47,-9,-10,-14,19,-14

2018-03-25,1200,1,16,250,Partly cloudy,0.0,91,10,1008,57,1,0,-4,24,-4

2018-03-26,0,0,12,245,Overcast,0.0,90,10,1008,100,0,-1,-5,18,-5

2018-03-26,1200,2,11,238,Heavy snow,0.4,96,2,1007,100,2,1,-3,16,-3

2018-03-27,0,0,8,261,Heavy snow,0.8,95,2,1007,100,0,-1,-3,12,-3

2018-03-27,1200,-2,16,33,Patchy heavy snow,1.6,78,5,1010,67,-2,-5,-7,18,-7

2018-03-28,0,-10,12,6,Clear,0.0,89,10,1013,5,-10,-12,-15,23,-15

2018-03-28,1200,-2,10,320,Partly cloudy,0.0,63,10,1015,53,-2,-8,-6,12,-6

2018-03-29,0,-12,7,268,Clear,0.0,85,10,1019,15,-11,-13,-15,14,-15

2018-03-29,1200,-1,9,275,Partly cloudy,0.0,60,10,1020,34,-0,-7,-4,11,-4

2018-03-30,0,-10,10,241,Clear,0.0,86,10,1023,6,-9,-11,-13,20,-13

2018-03-30,1200,-0,15,198,Sunny,0.0,68,10,1021,9,0,-5,-4,18,-4

2018-03-31,0,-5,5,175,Freezing fog,0.0,97,0,1017,100,-4,-5,-7,8,-7

2018-03-31,1200,0,8,190,Overcast,0.0,93,10,1017,99,1,-0,-2,11,-2

2018-04-01,0,-1,6,107,Moderate snow,0.1,96,5,1015,96,-1,-2,-4,10,-4

2018-04-01,1200,2,11,98,Mist,0.0,96,2,1014,97,2,2,-1,16,-1

2018-04-02,0,2,17,131,Overcast,0.0,98,10,1007,100,2,2,-2,28,-2

2018-04-02,1200,4,21,152,Overcast,0.0,96,10,1003,100,4,3,-0,32,-0

2018-04-03,0,1,11,173,Fog,0.0,98,0,1005,100,1,1,-2,17,-2

2018-04-03,1200,3,13,280,Overcast,0.0,86,10,1011,100,4,1,0,17,0

2018-04-04,0,-3,8,241,Partly cloudy,0.0,90,10,1017,26,-2,-3,-5,16,-5

2018-04-04,1200,5,7,210,Overcast,0.0,91,10,1019,89,6,5,5,9,5

2018-04-05,0,-2,6,160,Clear,0.0,90,10,1020,6,-0,-2,-2,12,-2

2018-04-05,1200,6,11,145,Partly cloudy,0.0,91,10,1019,43,6,5,4,14,4

2018-04-06,0,2,14,187,Overcast,0.0,99,10,1017,100,2,2,-2,23,-2

2018-04-06,1200,11,15,169,Partly cloudy,0.0,89,10,1013,40,11,9,9,24,9

2018-04-07,0,1,13,246,Clear,0.0,81,10,1013,3,2,-1,-1,20,-1

2018-04-07,1200,5,22,286,Cloudy,0.0,74,10,1019,85,5,1,1,32,1

2018-04-08,0,-1,9,299,Partly cloudy,0.0,87,10,1028,28,-1,-3,-4,18,-4

2018-04-08,1200,10,16,231,Cloudy,0.0,52,10,1026,77,10,0,8,21,8

2018-04-09,0,2,10,243,Clear,0.0,92,10,1024,7,4,2,1,20,1

2018-04-09,1200,16,14,209,Sunny,0.0,58,10,1020,0,17,9,17,17,17

2018-04-10,0,6,12,221,Cloudy,0.0,87,10,1016,84,6,4,3,25,3

2018-04-10,1200,18,18,233,Sunny,0.0,47,10,1010,8,18,6,18,22,18

2018-04-11,0,2,20,32,Light sleet,0.9,80,9,1018,100,2,-1,-3,29,-3

2018-04-11,1200,6,16,40,Sunny,0.0,45,10,1027,0,6,-5,2,19,2

2018-04-12,0,3,5,69,Clear,0.0,70,10,1031,2,3,-2,2,5,2

2018-04-12,1200,9,1,177,Cloudy,0.0,28,10,1029,81,9,-8,9,1,9

2018-04-13,0,2,6,275,Clear,0.0,54,10,1026,10,2,-6,0,11,0

2018-04-13,1200,10,17,11,Sunny,0.0,39,10,1025,10,10,-3,8,19,8

2018-04-14,0,2,4,102,Clear,0.0,83,10,1032,6,2,-1,0,6,0

2018-04-14,1200,14,5,208,Sunny,0.0,35,10,1031,0,14,-2,13,5,13

2018-04-15,0,5,7,222,Clear,0.0,61,10,1028,2,5,-2,3,9,3

2018-04-15,1200,17,11,275,Sunny,0.0,33,10,1022,3,17,0,17,12,17

2018-04-16,0,8,5,253,Clear,0.0,69,10,1020,6,8,3,7,9,7

2018-04-16,1200,19,7,273,Partly cloudy,0.0,40,10,1018,36,19,5,19,8,19

2018-04-17,0,11,2,137,Patchy rain possible,0.6,87,9,1017,22,11,9,11,4,11

2018-04-17,1200,21,5,191,Partly cloudy,0.0,43,10,1015,25,21,8,21,6,21

2018-04-18,0,12,8,185,Light rain,1.2,86,9,1011,100,12,10,12,12,12

2018-04-18,1200,10,18,308,Light drizzle,0.7,78,2,1010,100,10,6,7,23,7

2018-04-19,0,6,14,351,Light rain,2.5,94,9,1006,100,6,6,4,19,4

2018-04-19,1200,14,29,11,Sunny,0.0,51,10,1006,15,14,4,12,34,12

2018-04-20,0,6,16,6,Partly cloudy,0.0,84,10,1012,30,6,4,3,26,3

2018-04-20,1200,9,16,348,Cloudy,0.0,68,10,1016,73,9,4,7,21,7

2018-04-21,0,7,10,212,Overcast,0.0,89,10,1008,100,7,6,5,19,5

2018-04-21,1200,19,31,247,Partly cloudy,0.0,49,10,990,46,19,8,19,37,19

2018-04-22,0,5,20,318,Light sleet,0.4,72,9,993,100,5,-0,-1,28,-1

2018-04-22,1200,5,22,337,Light sleet,0.3,58,9,1002,100,5,-3,0,25,0

2018-04-23,0,-1,15,332,Clear,0.0,73,10,1011,18,-1,-5,-5,22,-5

2018-04-23,1200,7,18,326,Sunny,0.0,38,10,1013,14,7,-6,4,21,4

2018-04-24,0,3,2,349,Clear,0.0,66,10,1015,4,3,-3,2,3,2

2018-04-24,1200,12,7,230,Sunny,0.0,31,10,1012,21,12,-5,11,8,11

2018-04-25,0,7,5,185,Overcast,0.1,71,10,1009,94,7,2,5,8,5

2018-04-25,1200,15,14,236,Patchy light rain with thunder,0.7,56,10,1004,38,15,6,14,16,14

2018-04-26,0,7,7,223,Partly cloudy,0.0,83,10,1003,27,7,4,5,13,5

2018-04-26,1200,14,27,266,Moderate or heavy rain shower,3.0,67,7,997,61,14,8,11,31,11

2018-04-27,0,6,10,269,Clear,0.0,83,10,1009,4,6,3,3,15,3

2018-04-27,1200,15,15,254,Patchy rain possible,0.3,47,9,1011,33,15,4,13,18,13

2018-04-28,0,6,7,300,Clear,0.0,80,10,1014,22,6,3,4,13,4

2018-04-28,1200,14,18,292,Patchy rain possible,0.7,44,9,1015,28,14,2,13,21,13

2018-04-29,0,6,8,269,Clear,0.0,78,10,1019,17,6,3,4,14,4

2018-04-29,1200,15,10,273,Partly cloudy,0.1,42,10,1019,47,15,3,15,12,15

2018-04-30,0,9,11,191,Partly cloudy,0.0,82,10,1016,31,9,7,7,21,7

2018-04-30,1200,23,12,270,Partly cloudy,0.0,43,10,1012,45,24,9,23,13,24

2018-05-01,0,11,6,73,Clear,0.0,85,10,1014,23,11,8,9,10,9

2018-05-01,1200,24,9,190,Partly cloudy,0.0,46,10,1012,47,25,12,24,10,25

2018-05-02,0,15,4,252,Clear,0.1,82,10,1012,20,15,12,14,8,14

2018-05-02,1200,27,12,238,Thundery outbreaks possible,0.0,40,9,1014,36,27,12,27,15,27

2018-05-03,0,16,6,327,Moderate or heavy rain shower,3.0,90,7,1016,11,16,14,16,9,16

2018-05-03,1200,24,13,324,Sunny,0.0,41,10,1018,5,25,10,24,15,25

2018-05-04,0,11,10,92,Clear,0.0,74,10,1023,7,11,7,10,15,10

2018-05-04,1200,23,10,123,Sunny,0.0,45,10,1021,24,24,10,23,11,24

2018-05-05,0,15,8,138,Clear,0.0,71,10,1021,8,15,9,14,14,14

2018-05-05,1200,26,15,172,Sunny,0.0,46,10,1017,19,26,13,26,17,26

2018-05-06,0,15,5,98,Moderate or heavy rain shower,6.3,93,7,1017,100,15,14,15,9,15

2018-05-06,1200,19,14,32,Light rain shower,0.4,67,10,1020,70,19,13,19,16,19

2018-05-07,0,11,10,32,Partly cloudy,0.0,75,10,1023,62,11,7,9,15,9

2018-05-07,1200,21,9,29,Sunny,0.0,36,10,1022,3,24,6,21,10,21

2018-05-08,0,13,2,255,Clear,0.0,68,10,1020,8,13,7,13,4,13

2018-05-08,1200,24,8,315,Sunny,0.0,35,10,1016,15,24,8,24,9,24

2018-05-09,0,14,12,28,Clear,0.0,58,10,1016,16,14,6,13,17,13

2018-05-09,1200,17,17,30,Sunny,0.0,43,10,1019,3,17,5,17,19,17

2018-05-10,0,8,11,61,Clear,0.0,63,10,1024,2,8,1,5,13,5

2018-05-10,1200,14,15,59,Sunny,0.0,40,10,1025,0,14,1,13,17,13

2018-05-11,0,7,6,17,Clear,0.0,67,10,1026,4,7,2,6,8,6

2018-05-11,1200,18,19,20,Sunny,0.0,35,10,1024,10,18,2,18,22,18

2018-05-12,0,10,13,8,Partly cloudy,0.0,60,10,1022,45,10,3,8,28,8

2018-05-12,1200,23,18,43,Sunny,0.0,43,10,1019,24,24,9,23,27,24

2018-05-13,0,13,6,170,Clear,0.0,83,10,1021,17,13,11,14,11,14

2018-05-13,1200,22,10,91,Partly cloudy,0.0,44,10,1023,46,24,10,22,13,24

2018-05-14,0,14,5,66,Clear,0.0,66,10,1023,11,14,8,14,9,14

2018-05-14,1200,26,9,103,Sunny,0.0,29,10,1023,7,25,7,26,11,25

2018-05-15,0,16,5,101,Clear,0.0,58,10,1021,5,16,7,16,8,16

2018-05-15,1200,21,8,230,Moderate or heavy rain shower,2.7,64,7,1019,30,25,14,21,10,21

2018-05-16,0,13,7,284,Clear,0.0,89,10,1021,5,13,12,13,11,13

2018-05-16,1200,23,5,210,Sunny,0.0,41,10,1018,24,24,9,23,6,24

2018-05-17,0,15,7,164,Overcast,0.0,76,10,1017,89,15,10,15,14,15

2018-05-17,1200,24,14,167,Patchy rain possible,0.8,51,9,1014,31,26,14,24,17,26

2018-05-18,0,16,4,166,Patchy rain possible,1.2,94,9,1011,13,16,15,16,7,16

2018-05-18,1200,25,8,262,Thundery outbreaks possible,0.1,46,9,1007,49,26,12,25,9,26

2018-05-19,0,15,9,266,Heavy rain,10.5,90,5,1004,100,15,13,14,14,14

2018-05-19,1200,19,15,325,Moderate rain,3.2,75,7,1006,100,19,14,19,18,19

2018-05-20,0,11,12,312,Light drizzle,0.6,92,2,1014,100,11,10,10,16,10

2018-05-20,1200,11,12,14,Light rain,1.4,85,9,1020,78,11,9,9,15,9

2018-05-21,0,9,9,31,Clear,0.0,78,10,1026,0,9,5,7,11,7

2018-05-21,1200,19,18,55,Sunny,0.0,42,10,1027,0,19,6,19,21,19

2018-05-22,0,12,10,89,Clear,0.0,75,10,1029,0,12,8,11,13,11

2018-05-22,1200,19,14,128,Overcast,0.1,60,10,1026,100,19,11,19,16,19

2018-05-23,0,14,6,222,Patchy rain possible,0.3,91,9,1024,42,14,13,14,11,14

2018-05-23,1200,23,9,258,Patchy rain possible,0.2,50,9,1022,27,25,12,23,11,25

2018-05-24,0,14,5,32,Clear,0.0,80,10,1022,10,14,10,13,8,13

2018-05-24,1200,23,10,14,Patchy rain possible,0.2,47,9,1020,39,25,11,23,12,25

2018-05-25,0,12,12,31,Clear,0.0,83,10,1024,3,12,9,11,16,11

2018-05-25,1200,18,15,33,Sunny,0.0,41,10,1027,3,18,5,18,17,18

2018-05-26,0,11,7,72,Clear,0.0,65,10,1033,3,11,4,9,10,9

2018-05-26,1200,22,4,110,Sunny,0.0,34,10,1034,5,24,5,22,4,22

2018-05-27,0,11,8,239,Clear,0.0,70,10,1031,5,11,6,9,12,9

2018-05-27,1200,22,21,268,Sunny,0.0,46,10,1024,5,24,10,22,24,24

2018-05-28,0,12,10,30,Clear,0.2,74,10,1025,12,12,7,10,17,10

2018-05-28,1200,18,18,10,Sunny,0.0,36,10,1031,3,18,2,18,20,18

2018-05-29,0,9,2,162,Clear,0.0,64,10,1033,20,9,2,9,3,9

2018-05-29,1200,22,11,261,Sunny,0.0,40,10,1027,5,24,8,22,13,22

2018-05-30,0,15,14,260,Clear,0.0,80,10,1016,5,15,11,14,22,14

2018-05-30,1200,23,24,322,Sunny,0.0,39,10,1009,13,24,8,23,28,24

2018-05-31,0,12,8,350,Partly cloudy,0.0,62,10,1012,45,12,5,11,12,11

2018-05-31,1200,14,27,358,Partly cloudy,0.0,40,10,1017,31,14,0,11,31,11

2018-06-01,0,4,9,345,Clear,0.0,60,10,1023,5,4,-3,1,14,1

2018-06-01,1200,14,17,330,Sunny,0.0,39,10,1020,10,14,0,13,19,13

2018-06-02,0,8,11,247,Partly cloudy,0.0,67,10,1018,42,8,2,5,23,5

2018-06-02,1200,22,21,269,Sunny,0.0,42,10,1011,23,24,9,22,24,24

2018-06-03,0,13,10,273,Clear,0.0,85,10,1009,19,13,11,12,20,12

2018-06-03,1200,24,13,254,Sunny,0.0,46,10,1005,23,25,12,24,15,25

2018-06-04,0,14,10,285,Patchy rain possible,0.4,83,9,1001,16,14,11,13,18,13

2018-06-04,1200,24,23,272,Partly cloudy,0.0,39,10,997,35,25,10,24,26,25

2018-06-05,0,15,8,260,Moderate rain at times,5.1,92,8,992,43,15,14,14,12,14

2018-06-05,1200,14,23,301,Patchy light rain,1.9,48,9,995,46,14,3,12,26,12

2018-06-06,0,6,12,288,Cloudy,0.0,84,10,1002,86,6,3,2,18,2

2018-06-06,1200,14,21,326,Patchy rain possible,0.4,40,9,1010,24,14,0,12,24,12

2018-06-07,0,5,10,282,Partly cloudy,0.0,79,10,1018,47,5,2,3,19,3

2018-06-07,1200,15,14,267,Partly cloudy,0.1,43,10,1019,45,15,2,14,17,14

2018-06-08,0,8,11,249,Clear,0.0,75,10,1017,15,8,4,5,19,5

2018-06-08,1200,12,17,281,Moderate rain,4.4,89,7,1010,100,12,10,10,24,10

2018-06-09,0,6,11,319,Clear,0.0,78,10,1014,20,6,2,3,19,3

2018-06-09,1200,15,16,322,Partly cloudy,0.0,42,10,1015,31,15,2,13,19,13

2018-06-10,0,6,8,279,Clear,0.0,79,10,1016,23,6,3,4,16,4

2018-06-10,1200,14,12,276,Light rain,1.5,67,9,1013,100,14,8,12,13,12

2018-06-11,0,8,6,246,Cloudy,0.0,73,10,1014,71,8,4,8,12,8

2018-06-11,1200,19,15,240,Light rain shower,0.4,58,10,1011,63,19,10,19,17,19

2018-06-12,0,13,12,223,Partly cloudy,0.0,83,10,1007,52,13,10,11,22,11

2018-06-12,1200,17,12,205,Cloudy,0.0,85,10,1001,77,17,14,17,19,17

2018-06-13,0,13,10,267,Clear,0.1,94,10,999,20,13,12,11,17,11

2018-06-13,1200,20,13,324,Patchy rain possible,0.4,59,9,1004,48,20,12,20,15,20

2018-06-14,0,9,5,58,Clear,0.0,84,10,1014,9,9,6,8,7,8

2018-06-14,1200,18,10,60,Cloudy,0.0,41,10,1016,72,18,5,18,11,18

2018-06-15,0,11,8,98,Partly cloudy,0.0,69,10,1020,31,11,5,10,14,10

2018-06-15,1200,21,12,114,Sunny,0.0,38,10,1020,8,21,6,21,13,21

2018-06-16,0,11,5,123,Clear,0.0,80,10,1022,6,11,8,11,10,11

2018-06-16,1200,23,10,108,Sunny,0.0,40,10,1021,17,24,9,23,11,24

2018-06-17,0,14,3,125,Clear,0.0,81,10,1021,15,14,10,14,6,14

2018-06-17,1200,24,8,92,Partly cloudy,0.0,44,10,1019,44,25,11,24,9,25

2018-06-18,0,15,2,14,Clear,0.0,77,10,1019,18,15,11,15,4,15

2018-06-18,1200,27,7,221,Sunny,0.0,37,10,1016,21,27,11,27,8,27

2018-06-19,0,17,7,238,Clear,0.0,74,10,1015,10,17,12,17,14,17

2018-06-19,1200,27,12,261,Light rain shower,1.1,46,10,1011,47,27,15,27,14,27

2018-06-20,0,18,17,274,Overcast,0.0,73,10,1008,89,18,13,18,26,18

2018-06-20,1200,22,23,280,Sunny,0.0,41,10,1009,17,24,8,22,27,22

2018-06-21,0,13,9,278,Clear,0.0,72,10,1012,15,13,8,12,17,12

2018-06-21,1200,24,21,293,Overcast,0.0,52,10,1011,88,25,13,24,24,25

2018-06-22,0,17,8,178,Clear,0.0,88,10,1012,8,17,15,17,16,17

2018-06-22,1200,27,14,188,Partly cloudy,0.0,50,10,1008,48,28,16,27,17,28

2018-06-23,0,17,10,333,Partly cloudy,0.0,93,10,1011,46,17,16,17,15,17

2018-06-23,1200,28,11,119,Partly cloudy,0.0,55,10,1010,41,29,18,28,13,29

2018-06-24,0,20,9,154,Clear,0.0,81,10,1008,16,20,17,20,16,20

2018-06-24,1200,26,8,211,Light rain shower,0.3,62,10,1009,64,27,18,26,10,27

2018-06-25,0,13,12,304,Patchy light rain,1.1,85,9,1015,44,13,11,12,18,12

2018-06-25,1200,23,9,259,Sunny,0.0,42,10,1019,22,25,10,23,11,25

2018-06-26,0,14,6,314,Partly cloudy,0.0,76,10,1023,29,14,10,14,11,14

2018-06-26,1200,25,7,355,Partly cloudy,0.0,41,10,1024,47,25,10,25,8,25

2018-06-27,0,16,4,51,Partly cloudy,0.0,79,10,1025,28,16,12,16,8,16

2018-06-27,1200,25,12,20,Partly cloudy,0.0,43,10,1025,44,26,12,25,14,26

2018-06-28,0,16,5,6,Clear,0.0,76,10,1024,15,16,12,16,11,16

2018-06-28,1200,27,12,12,Sunny,0.0,38,10,1021,20,27,12,27,13,27

2018-06-29,0,18,5,127,Clear,0.0,82,10,1016,7,18,15,18,9,18

2018-06-29,1200,26,10,162,Partly cloudy,0.0,46,10,1009,45,27,14,26,12,27

2018-06-30,0,18,6,169,Light rain shower,0.9,88,10,1004,86,18,16,18,12,18

2018-06-30,1200,24,5,164,Torrential rain shower,9.3,80,3,1002,79,26,20,24,6,26

2018-07-01,0,19,2,100,Patchy rain possible,0.3,94,9,1003,22,19,18,19,3,19

2018-07-01,1200,24,18,159,Moderate or heavy rain shower,5.7,74,7,1004,100,26,19,24,20,26

2018-07-02,0,17,5,170,Mist,0.0,94,2,1009,75,17,16,17,7,17

2018-07-02,1200,22,13,217,Sunny,0.0,46,10,1013,4,24,10,22,15,24

2018-07-03,0,12,12,183,Clear,0.0,82,10,1014,22,12,9,11,22,11

2018-07-03,1200,18,13,207,Partly cloudy,0.0,65,10,1013,51,18,11,18,15,18

2018-07-04,0,13,8,202,Partly cloudy,0.0,84,10,1011,59,13,10,12,12,12

2018-07-04,1200,17,15,204,Light rain shower,0.7,69,10,1006,100,17,12,17,17,17

2018-07-05,0,11,7,273,Mist,0.0,95,2,1004,58,11,10,10,12,10

2018-07-05,1200,21,17,247,Patchy rain possible,0.9,57,9,1004,29,21,12,21,19,21

2018-07-06,0,14,10,215,Clear,0.0,93,10,1004,15,14,12,13,18,13

2018-07-06,1200,23,16,239,Partly cloudy,0.0,44,10,1003,30,25,11,23,19,25

2018-07-07,0,15,4,232,Partly cloudy,0.0,80,10,1004,50,15,11,15,8,15

2018-07-07,1200,23,15,241,Patchy rain possible,1.6,59,9,1002,30,25,14,23,18,25

2018-07-08,0,14,5,251,Patchy rain possible,0.4,94,9,1002,45,14,13,14,8,14

2018-07-08,1200,21,17,324,Moderate or heavy rain shower,5.9,70,7,1003,48,21,15,21,19,21

