date,time,tempC,windspeedKmph,winddirDegree,weatherDesc,precipMM,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC

2016-05-17,1200,16,13,142,Light rain shower,0.4,72,10,1013,73,16,11,16,15,16

2016-05-18,0,9,11,125,Overcast,0.0,98,10,1012,100,9,9,7,19,7

2016-05-18,1200,14,16,138,Light drizzle,0.5,88,2,1012,100,14,12,13,25,13

2016-05-19,0,10,10,197,Patchy rain possible,0.0,89,8,1016,74,12,10,11,18,11

2016-05-19,1200,20,11,209,Partly cloudy,0.0,55,10,1017,41,21,11,20,13,20

2016-05-20,0,10,7,206,Partly cloudy,0.0,85,9,1019,35,12,9,11,15,11

2016-05-20,1200,21,11,199,Partly cloudy,0.0,54,10,1018,30,22,11,22,14,22

2016-05-21,0,11,8,148,Partly cloudy,0.0,87,5,1019,41,13,11,12,13,12

2016-05-21,1200,20,11,145,Partly cloudy,0.0,56,9,1019,34,20,10,20,13,20

2016-05-22,0,10,8,14,Fog,0.0,98,0,1008,100,10,10,9,11,9

2016-05-22,1200,16,12,339,Patchy light rain with thunder,1.7,77,10,1009,75,16,12,16,14,16

2016-05-23,0,9,10,344,Light rain shower,1.7,98,10,1011,65,9,9,7,18,7

2016-05-23,1200,17,6,20,Light rain shower,1.5,74,10,1012,68,17,12,17,7,17

2016-05-24,0,10,6,92,Clear,0.2,92,10,1014,9,10,8,9,14,9

2016-05-24,1200,20,16,86,Light rain shower,0.8,61,10,1012,79,20,12,20,18,20

2016-05-25,0,13,11,112,Light drizzle,0.4,98,2,1009,100,13,13,12,16,12

2016-05-25,1200,21,13,177,Patchy rain possible,1.0,63,9,1009,25,21,13,21,15,21

2016-05-26,0,12,5,166,Clear,0.0,92,10,1011,6,12,11,12,10,12

2016-05-26,1200,18,3,214,Sunny,0.0,68,9,1013,5,23,15,21,3,21

2016-05-27,0,11,1,304,Mist,0.0,94,2,1015,6,14,13,14,3,14

2016-05-27,1200,16,6,21,Sunny,0.0,89,10,1017,6,18,16,18,10,18

2016-05-28,0,16,9,40,Mist,0.0,95,2,1019,7,16,15,16,18,16

2016-05-28,1200,16,10,41,Mist,0.0,94,5,1019,10,17,16,17,20,17

2016-05-29,0,16,10,58,Fog,0.0,98,0,1019,100,16,15,16,19,16

2016-05-29,1200,25,14,64,Patchy rain possible,1.1,66,9,1018,16,26,18,25,17,26

2016-05-30,0,15,10,55,Mist,0.3,97,2,1018,11,15,15,15,18,15

2016-05-30,1200,25,14,53,Sunny,0.0,49,10,1017,22,26,14,25,16,26

2016-05-31,0,15,7,216,Clear,0.0,93,10,1019,5,15,14,14,14,14

2016-05-31,1200,20,12,233,Partly cloudy,0.0,52,10,1015,36,21,9,20,15,20

2016-06-01,0,12,11,192,Patchy rain possible,0.0,77,10,1016,78,13,9,12,21,12

2016-06-01,1200,19,9,58,Partly cloudy,0.0,43,10,1022,44,19,6,19,10,19

2016-06-02,0,8,3,201,Partly cloudy,0.0,83,10,1022,31,8,6,8,7,8

2016-06-02,1200,21,4,338,Partly cloudy,0.0,41,10,1019,28,24,8,22,5,22

2016-06-03,0,13,5,232,Partly cloudy,0.1,77,10,1016,45,13,9,13,10,13

2016-06-03,1200,21,4,191,Moderate or heavy rain shower,5.0,61,7,1012,26,25,14,21,4,21

2016-06-04,0,13,8,265,Clear,0.0,94,10,1008,7,13,12,13,16,13

2016-06-04,1200,21,16,284,Moderate or heavy rain shower,6.0,78,7,1002,48,21,17,21,19,21

2016-06-05,0,10,6,20,Mist,0.0,96,2,1006,17,10,9,9,12,9

2016-06-05,1200,17,8,23,Light rain shower,1.5,66,10,1006,57,17,11,17,9,17

2016-06-06,0,5,6,344,Mist,0.0,95,2,1007,75,5,5,3,11,3

2016-06-06,1200,10,20,13,Light rain shower,0.7,82,10,1010,100,10,7,7,24,7

2016-06-07,0,5,18,340,Light rain,0.8,93,9,1012,80,5,4,1,28,1

2016-06-07,1200,9,19,351,Moderate rain,3.3,83,7,1013,100,9,6,5,27,5

2016-06-08,0,3,11,311,Partly cloudy,0.0,89,10,1014,40,3,1,-1,23,-1

2016-06-08,1200,15,13,302,Cloudy,0.0,52,10,1011,82,15,5,14,15,14

2016-06-09,0,10,14,219,Thundery outbreaks possible,0.0,93,9,1006,94,10,9,7,22,7

2016-06-09,1200,15,11,263,Light rain,1.3,86,9,1006,100,15,12,13,12,13

2016-06-10,0,8,6,257,Mist,0.0,95,2,1009,10,8,7,6,12,6

2016-06-10,1200,14,9,224,Sunny,0.1,71,9,1010,24,14,9,14,12,14

2016-06-11,0,9,12,130,Mist,0.0,96,2,1009,39,10,9,8,24,8

2016-06-11,1200,14,16,182,Moderate rain,6.4,93,7,1005,100,14,13,13,21,13

2016-06-12,0,11,12,238,Heavy rain at times,10.4,97,6,1002,73,11,11,10,18,10

2016-06-12,1200,12,21,234,Light rain shower,1.1,76,10,1006,92,12,8,9,28,9

2016-06-13,0,10,14,240,Cloudy,0.1,84,10,1007,86,10,7,7,20,7

2016-06-13,1200,18,17,249,Patchy rain possible,0.4,51,9,1009,46,18,7,18,19,18

2016-06-14,0,9,7,268,Clear,0.0,92,10,1012,3,9,8,8,14,8

2016-06-14,1200,22,8,154,Partly cloudy,0.0,43,10,1012,45,24,8,22,9,22

2016-06-15,0,12,9,99,Partly cloudy,0.0,93,10,1012,30,12,11,11,18,11

2016-06-15,1200,18,15,120,Cloudy,0.0,79,9,1012,74,18,14,18,18,18

2016-06-16,0,11,7,225,Cloudy,0.0,92,5,1012,54,12,11,12,14,12

2016-06-16,1200,20,9,209,Cloudy,0.0,62,9,1012,54,21,12,20,11,20

2016-06-17,0,15,6,190,Fog,0.0,97,0,1014,100,16,15,16,13,16

2016-06-17,1200,28,5,216,Sunny,0.0,49,10,1016,12,29,17,28,6,29

2016-06-18,0,20,10,168,Mist,0.0,95,2,1015,0,20,19,20,16,20

2016-06-18,1200,27,16,203,Patchy light rain with thunder,1.7,70,10,1014,25,30,21,27,22,30

2016-06-19,0,16,8,267,Patchy rain possible,2.4,90,9,1017,13,16,14,16,16,16

2016-06-19,1200,27,7,309,Sunny,0.0,47,10,1020,22,27,15,27,8,27

2016-06-20,0,16,10,351,Clear,0.0,85,10,1023,23,16,14,16,20,16

2016-06-20,1200,27,6,10,Partly cloudy,0.0,43,10,1024,28,27,14,27,7,27

2016-06-21,0,17,5,139,Partly cloudy,0.0,82,10,1026,48,17,14,17,10,17

2016-06-21,1200,29,17,203,Sunny,0.0,49,10,1023,9,30,17,29,20,30

2016-06-22,0,20,11,214,Patchy rain possible,0.7,92,9,1020,21,20,19,20,18,20

2016-06-22,1200,24,20,281,Sunny,0.0,53,10,1020,16,26,14,24,23,26

2016-06-23,0,15,13,316,Partly cloudy,0.0,96,10,1023,39,15,14,14,21,14

2016-06-23,1200,24,13,316,Sunny,0.0,56,10,1024,23,25,14,24,15,25

2016-06-24,0,15,8,305,Clear,0.0,88,10,1024,14,15,13,15,16,15

2016-06-24,1200,25,13,316,Partly cloudy,0.0,52,10,1022,45,26,15,25,16,26

2016-06-25,0,18,8,270,Light rain shower,0.3,86,10,1021,57,18,15,18,16,18

2016-06-25,1200,28,13,277,Sunny,0.1,55,10,1019,16,29,18,28,16,29

2016-06-26,0,19,12,274,Mist,0.0,97,2,1017,12,19,18,19,22,19

2016-06-26,1200,31,14,272,Sunny,0.3,47,10,1015,7,33,18,31,16,33

2016-06-27,0,20,13,271,Mist,0.0,96,2,1011,6,20,20,20,25,20

2016-06-27,1200,26,13,5,Torrential rain shower,9.7,78,3,1009,20,28,22,26,15,28

2016-06-28,0,15,10,89,Overcast,0.0,86,10,1011,97,15,12,14,18,14

2016-06-28,1200,22,9,75,Partly cloudy,0.0,56,10,1013,47,25,13,22,10,25

2016-06-29,0,13,8,105,Partly cloudy,0.0,89,10,1015,41,13,11,12,17,12

2016-06-29,1200,25,5,93,Sunny,0.0,40,10,1014,9,26,11,25,6,26

2016-06-30,0,14,8,96,Clear,0.0,89,10,1015,19,14,12,14,17,14

2016-06-30,1200,27,5,11,Partly cloudy,0.0,42,10,1015,29,27,13,27,6,27

2016-07-01,0,15,6,102,Clear,0.0,87,10,1017,15,15,13,15,13,15

2016-07-01,1200,27,3,16,Partly cloudy,0.0,47,10,1017,44,28,15,27,3,28

2016-07-02,0,18,2,275,Patchy rain possible,0.2,83,9,1018,13,18,15,18,5,18

2016-07-02,1200,28,6,354,Thundery outbreaks possible,0.0,50,9,1017,50,29,17,28,7,29

2016-07-03,0,17,5,123,Patchy rain possible,0.2,92,9,1017,18,17,16,17,11,17

2016-07-03,1200,29,5,123,Patchy light rain with thunder,1.3,47,10,1015,33,29,16,29,6,29

2016-07-04,0,18,6,135,Clear,0.1,86,10,1012,13,18,16,18,13,18

2016-07-04,1200,28,14,183,Patchy rain possible,1.4,50,9,1006,30,28,16,28,16,28

2016-07-05,0,12,14,264,Light drizzle,0.3,88,2,1007,75,12,10,10,20,10

2016-07-05,1200,17,19,260,Patchy rain possible,0.2,67,9,1008,38,17,10,17,22,17

2016-07-06,0,11,16,235,Clear,0.1,89,10,1006,16,11,9,9,26,9

2016-07-06,1200,21,26,248,Partly cloudy,0.0,46,10,1005,46,21,9,21,30,21

2016-07-07,0,13,11,189,Partly cloudy,0.0,94,10,1004,32,13,12,11,18,11

2016-07-07,1200,20,18,217,Cloudy,0.1,75,10,1004,69,20,15,20,21,20

2016-07-08,0,10,9,216,Fog,0.1,98,0,1005,100,10,10,9,17,9

2016-07-08,1200,17,19,243,Light rain shower,0.5,67,10,1007,79,17,11,17,22,17

2016-07-09,0,10,9,258,Fog,0.0,97,0,1009,100,10,10,9,18,9

2016-07-09,1200,22,12,285,Patchy rain possible,0.4,48,9,1008,48,24,11,22,14,24

2016-07-10,0,12,9,277,Fog,0.0,97,0,1009,100,12,11,11,19,11

2016-07-10,1200,21,11,262,Light rain shower,2.1,66,10,1008,41,25,15,21,13,21

2016-07-11,0,13,9,245,Patchy rain possible,0.5,97,9,1009,35,13,13,13,18,13

2016-07-11,1200,22,17,283,Patchy rain possible,2.5,63,9,1009,34,25,14,22,20,22

2016-07-12,0,15,9,192,Overcast,0.1,92,10,1009,94,15,13,14,16,14

2016-07-12,1200,26,15,255,Partly cloudy,0.1,60,10,1009,37,27,17,26,17,27

2016-07-13,0,17,8,252,Fog,0.1,98,0,1011,100,17,16,17,15,17

2016-07-13,1200,27,10,252,Partly cloudy,0.0,54,10,1011,31,28,17,27,12,28

2016-07-14,0,20,13,225,Moderate or heavy rain shower,4.3,95,7,1009,19,20,19,20,20,20

2016-07-14,1200,25,6,350,Sunny,0.0,59,10,1013,10,26,17,25,7,26

2016-07-15,0,17,6,159,Clear,0.0,93,10,1014,7,17,16,17,11,17

2016-07-15,1200,30,11,163,Partly cloudy,0.1,50,10,1014,27,32,19,30,12,32

2016-07-16,0,21,10,210,Clear,0.1,89,10,1015,7,21,19,21,21,21

2016-07-16,1200,27,13,281,Sunny,0.0,48,10,1016,12,28,16,28,15,28

2016-07-17,0,18,8,330,Clear,0.0,91,10,1020,0,18,16,18,10,18

2016-07-17,1200,30,5,59,Sunny,0.0,43,10,1018,1,31,16,30,6,31

2016-07-18,0,15,7,212,Partly cloudy,0.0,90,6,1012,29,16,14,16,14,16

2016-07-18,1200,24,11,162,Partly cloudy,0.0,53,10,1012,39,26,14,25,12,26

2016-07-19,0,14,8,166,Partly cloudy,0.0,89,7,1013,36,16,14,15,14,15

2016-07-19,1200,24,11,174,Partly cloudy,0.0,56,10,1011,41,26,15,25,14,26

2016-07-20,0,15,8,159,Partly cloudy,0.0,88,6,1010,35,16,14,16,14,16

2016-07-20,1200,24,9,216,Partly cloudy,0.0,63,10,1008,41,25,16,24,11,25

2016-07-21,0,15,8,180,Cloudy,0.0,91,5,1008,68,16,14,16,14,16

2016-07-21,1200,23,13,215,Patchy rain possible,0.1,59,9,1010,73,25,14,24,15,25

2016-07-22,0,14,9,199,Partly cloudy,0.0,89,6,1012,43,15,13,15,16,15

2016-07-22,1200,24,11,179,Partly cloudy,0.0,54,10,1012,45,25,14,24,13,25

2016-07-23,0,14,8,229,Patchy rain possible,0.1,87,7,1013,83,15,12,14,15,14

2016-07-23,1200,24,12,217,Partly cloudy,0.0,50,10,1014,39,25,13,25,14,25

2016-07-24,0,14,6,175,Partly cloudy,0.0,82,9,1015,29,15,12,15,12,15

2016-07-24,1200,25,10,183,Partly cloudy,0.0,53,10,1014,44,27,14,25,11,27

2016-07-25,0,15,8,173,Partly cloudy,0.0,85,8,1015,36,17,14,16,15,16

2016-07-25,1200,26,12,218,Partly cloudy,0.0,45,10,1014,25,27,13,27,13,27

2016-07-26,0,16,8,163,Partly cloudy,0.0,80,8,1014,48,17,14,17,15,17

2016-07-26,1200,27,11,138,Partly cloudy,0.0,45,10,1013,21,29,15,28,13,29

2016-07-27,0,16,7,145,Partly cloudy,0.0,85,7,1013,38,18,15,18,14,18

2016-07-27,1200,27,13,194,Partly cloudy,0.0,47,10,1014,26,28,14,28,15,28

2016-07-28,0,17,5,255,Partly cloudy,0.0,91,10,1015,32,18,17,18,10,18

2016-07-28,1200,26,8,333,Moderate or heavy rain shower,2.5,68,7,1014,13,28,20,26,10,28

2016-07-29,0,18,0,74,Clear,0.0,92,10,1014,10,18,17,18,1,18

2016-07-29,1200,29,4,236,Partly cloudy,0.0,51,10,1013,27,31,18,29,4,31

2016-07-30,0,20,8,193,Clear,0.1,90,10,1012,5,20,18,20,14,20

2016-07-30,1200,30,13,182,Patchy rain possible,0.7,54,9,1010,16,31,19,30,15,31

2016-07-31,0,18,8,290,Fog,0.0,97,0,1011,100,18,17,18,14,18

2016-07-31,1200,27,6,274,Patchy rain possible,0.4,56,9,1012,39,28,17,27,7,28

2016-08-01,0,18,6,298,Clear,0.6,93,10,1014,9,18,17,18,12,18

2016-08-01,1200,29,9,189,Sunny,0.0,46,10,1015,21,30,16,29,10,30

2016-08-02,0,20,9,187,Clear,0.0,85,10,1014,14,20,17,20,18,20

2016-08-02,1200,29,6,213,Patchy rain possible,1.7,58,9,1013,25,31,20,29,7,31

2016-08-03,0,19,4,259,Patchy rain possible,1.9,88,9,1010,16,19,17,19,9,19

2016-08-03,1200,23,8,322,Light rain shower,0.8,75,10,1011,84,25,18,23,9,25

2016-08-04,0,16,10,318,Cloudy,0.0,94,10,1012,78,16,15,16,15,16

2016-08-04,1200,24,12,314,Patchy rain possible,0.6,54,9,1015,21,26,14,24,13,26

2016-08-05,0,16,5,275,Clear,0.0,91,10,1018,4,16,14,16,10,16

2016-08-05,1200,27,8,217,Sunny,0.0,43,10,1020,4,27,14,27,9,27

2016-08-06,0,17,8,202,Partly cloudy,0.0,78,10,1021,29,17,13,17,17,17

2016-08-06,1200,29,9,202,Sunny,0.0,47,10,1020,25,29,16,29,11,29

2016-08-07,0,20,8,172,Clear,0.0,86,10,1018,2,20,18,20,10,20

2016-08-07,1200,32,16,188,Patchy rain possible,0.4,42,9,1013,22,32,17,32,19,32

2016-08-08,0,13,14,261,Moderate or heavy rain shower,4.4,95,7,1014,46,13,12,12,21,12

2016-08-08,1200,22,15,273,Sunny,0.0,52,10,1016,0,24,12,22,17,22

2016-08-09,0,13,8,249,Mist,0.0,95,2,1018,8,13,12,12,15,12

2016-08-09,1200,24,7,237,Cloudy,0.0,53,10,1018,65,25,14,24,8,25

2016-08-10,0,16,7,222,Clear,0.0,91,10,1019,4,16,15,16,15,16

2016-08-10,1200,26,9,144,Sunny,0.0,46,10,1017,14,27,14,26,11,27

2016-08-11,0,16,9,133,Partly cloudy,0.0,83,10,1017,32,16,13,16,19,16

2016-08-11,1200,27,14,157,Sunny,0.0,50,10,1013,8,28,16,27,16,28

2016-08-12,0,18,7,225,Mist,0.0,96,2,1012,9,18,17,18,12,18

2016-08-12,1200,19,17,325,Light rain shower,1.0,84,10,1014,97,19,17,19,20,19

2016-08-13,0,12,14,342,Light rain,1.1,91,9,1019,100,12,10,10,20,10

2016-08-13,1200,19,13,24,Partly cloudy,0.0,60,10,1020,54,19,11,19,15,19

2016-08-14,0,12,6,14,Clear,0.0,84,10,1018,12,12,9,11,12,11

2016-08-14,1200,22,13,41,Sunny,0.0,53,10,1014,23,24,12,22,15,22

2016-08-15,0,13,22,358,Heavy rain,8.3,96,5,1006,100,13,13,12,32,12

2016-08-15,1200,12,21,308,Heavy rain,14.8,95,5,1003,100,12,12,10,32,10

2016-08-16,0,12,14,247,Light drizzle,0.5,96,2,1010,82,12,11,10,21,10

2016-08-16,1200,20,13,207,Sunny,0.0,53,10,1014,11,20,10,20,15,20

2016-08-17,0,13,13,148,Patchy rain possible,0.3,95,9,1014,44,13,12,11,22,11

2016-08-17,1200,22,16,185,Sunny,0.1,51,10,1016,11,25,11,22,18,25

2016-08-18,0,14,8,115,Mist,0.0,97,2,1019,34,14,14,14,15,14

2016-08-18,1200,27,16,142,Partly cloudy,0.0,48,10,1018,28,28,15,27,19,28

2016-08-19,0,18,8,121,Patchy rain possible,1.4,95,9,1019,6,18,17,18,15,18

2016-08-19,1200,26,12,123,Light rain shower,2.0,69,10,1020,64,28,20,26,19,28

2016-08-20,0,18,7,84,Fog,0.0,97,0,1018,100,18,17,18,13,18

2016-08-20,1200,24,8,225,Light rain shower,1.5,77,10,1016,84,26,19,24,10,26

2016-08-21,0,17,4,248,Mist,0.0,95,2,1020,16,17,17,17,8,17

2016-08-21,1200,27,4,174,Patchy rain possible,0.7,52,9,1022,20,27,16,27,5,27

2016-08-22,0,18,7,89,Mist,0.0,94,2,1023,4,18,17,18,14,18

2016-08-22,1200,31,5,113,Sunny,0.4,55,10,1023,2,33,21,31,6,33

2016-08-23,0,19,6,117,Clear,0.3,93,10,1023,9,19,18,19,11,19

2016-08-23,1200,27,11,175,Patchy light rain with thunder,0.5,64,10,1020,24,28,19,27,14,28

2016-08-24,0,19,4,167,Patchy light rain with thunder,0.8,92,10,1018,33,19,18,19,8,19

2016-08-24,1200,23,15,330,Light rain shower,0.4,74,10,1017,52,25,18,23,19,25

2016-08-25,0,14,9,341,Moderate rain at times,2.7,96,8,1018,70,14,13,13,14,13

2016-08-25,1200,21,16,346,Sunny,0.0,58,10,1020,4,21,13,21,19,21

2016-08-26,0,10,8,336,Mist,0.0,97,2,1022,22,11,11,11,14,11

2016-08-26,1200,22,14,279,Partly cloudy,0.0,57,10,1020,56,25,13,22,16,25

2016-08-27,0,15,7,277,Mist,0.0,97,2,1021,29,15,14,14,14,14

2016-08-27,1200,26,15,240,Sunny,0.0,54,10,1018,3,27,16,26,18,27

2016-08-28,0,18,12,252,Clear,0.0,84,10,1015,7,18,15,18,19,18

2016-08-28,1200,21,18,306,Sunny,0.0,51,10,1018,2,21,10,21,22,21

2016-08-29,0,11,6,100,Clear,0.0,91,10,1022,10,11,10,11,11,11

2016-08-29,1200,21,18,160,Partly cloudy,0.0,55,10,1019,30,24,12,21,23,21

2016-08-30,0,17,15,200,Moderate or heavy rain shower,3.2,90,7,1012,8,17,16,17,26,17

2016-08-30,1200,23,13,279,Cloudy,0.0,76,10,1009,63,25,19,23,16,25

2016-08-31,0,17,17,295,Moderate or heavy rain shower,2.6,89,8,1010,88,17,15,16,27,16

2016-08-31,1200,16,19,322,Patchy rain possible,0.2,64,9,1014,29,16,10,16,23,16

2016-09-01,0,8,11,306,Clear,0.0,93,10,1018,9,10,8,8,17,8

2016-09-01,1200,18,17,320,Sunny,0.0,53,10,1016,3,18,8,18,21,18

2016-09-02,0,11,5,277,Clear,0.0,91,10,1016,17,11,10,10,11,10

2016-09-02,1200,22,9,281,Light rain shower,0.7,64,10,1013,59,25,14,22,10,22

2016-09-03,0,13,8,266,Patchy rain possible,0.9,97,9,1013,22,13,12,12,14,12

2016-09-03,1200,21,11,308,Patchy rain possible,1.0,63,9,1012,29,21,14,21,13,21

2016-09-04,0,12,8,262,Partly cloudy,0.0,89,10,1013,38,12,10,11,17,11

2016-09-04,1200,17,13,248,Overcast,0.0,77,10,1011,100,17,13,17,15,17

2016-09-05,0,12,7,221,Fog,0.1,99,0,1010,100,12,11,11,12,11

2016-09-05,1200,16,6,280,Light rain,1.6,91,9,1008,97,16,14,16,8,16

2016-09-06,0,10,11,306,Fog,0.0,97,0,1015,100,10,9,8,21,8

2016-09-06,1200,18,13,320,Sunny,0.0,60,10,1019,19,18,11,18,15,18

2016-09-07,0,10,10,284,Partly cloudy,0.0,90,10,1020,55,10,8,8,20,8

2016-09-07,1200,16,11,249,Cloudy,0.0,67,10,1014,74,16,10,16,15,16

2016-09-08,0,14,14,279,Cloudy,0.0,92,10,1009,86,14,13,13,23,13

2016-09-08,1200,17,27,303,Patchy rain possible,1.6,64,9,1006,19,17,10,17,32,17

2016-09-09,0,10,16,321,Overcast,0.0,90,10,1009,100,10,9,7,25,7

2016-09-09,1200,14,14,334,Cloudy,0.0,70,10,1016,68,14,9,13,17,13

2016-09-10,0,11,7,278,Cloudy,0.0,82,10,1019,81,11,8,9,11,9

2016-09-10,1200,16,10,293,Cloudy,0.0,61,10,1018,63,16,9,16,14,16

2016-09-11,0,12,7,286,Partly cloudy,0.0,92,10,1017,52,12,11,11,12,11

2016-09-11,1200,16,4,34,Overcast,0.0,81,10,1017,100,16,13,16,5,16

2016-09-12,0,10,6,181,Overcast,0.0,88,10,1020,97,10,8,9,11,9

2016-09-12,1200,20,13,257,Patchy rain possible,0.4,77,9,1015,44,20,16,20,19,20

2016-09-13,0,11,15,306,Partly cloudy,0.1,93,10,1012,25,11,10,9,26,9

2016-09-13,1200,11,19,325,Cloudy,0.0,73,10,1010,86,11,6,8,29,8

2016-09-14,0,6,10,320,Partly cloudy,0.0,95,10,1013,55,6,6,4,17,4

2016-09-14,1200,12,14,348,Overcast,0.0,77,10,1014,100,12,9,11,21,11

2016-09-15,0,8,12,333,Overcast,0.1,87,10,1014,98,8,6,6,18,6

2016-09-15,1200,12,18,329,Partly cloudy,0.0,63,10,1013,57,12,5,10,24,10

2016-09-16,0,9,11,254,Light rain,0.8,96,9,1010,100,9,8,7,16,7

2016-09-16,1200,15,10,15,Moderate or heavy rain shower,2.8,81,7,1006,49,15,12,14,12,14

2016-09-17,0,5,9,349,Fog,0.0,98,0,1013,100,5,5,3,17,3

2016-09-17,1200,11,17,338,Overcast,0.0,83,10,1014,100,11,9,9,22,9

2016-09-18,0,6,12,324,Cloudy,0.0,95,10,1015,84,6,6,3,19,3

2016-09-18,1200,9,15,317,Overcast,0.0,80,10,1015,100,9,6,6,22,6

2016-09-19,0,6,13,304,Cloudy,0.0,84,10,1014,68,6,3,3,18,3

2016-09-19,1200,8,14,296,Overcast,0.0,77,10,1011,100,8,4,5,18,5

2016-09-20,0,6,9,306,Light drizzle,0.6,96,2,1010,100,6,6,4,12,4

2016-09-20,1200,12,4,15,Overcast,0.0,78,10,1010,100,12,8,12,5,12

2016-09-21,0,7,7,51,Mist,0.0,95,2,1012,100,7,6,5,11,5

2016-09-21,1200,12,17,60,Light rain shower,0.8,69,10,1012,41,12,7,11,20,11

2016-09-22,0,6,13,17,Light drizzle,0.2,91,2,1010,100,6,5,2,18,2

2016-09-22,1200,8,9,5,Moderate rain,5.2,94,7,1004,100,8,7,6,11,6

2016-09-23,0,7,14,162,Light drizzle,0.3,95,2,1004,100,7,6,4,20,4

2016-09-23,1200,9,17,191,Light rain,1.0,87,9,1009,100,9,7,6,23,6

2016-09-24,0,7,13,220,Light drizzle,0.2,94,2,1015,100,7,6,4,20,4

2016-09-24,1200,12,9,240,Light rain shower,0.4,69,10,1020,60,12,6,11,10,11

2016-09-25,0,6,6,17,Mist,0.0,96,2,1022,28,6,6,5,13,5

2016-09-25,1200,13,19,20,Partly cloudy,0.0,65,10,1022,32,13,6,10,24,10

2016-09-26,0,6,16,18,Partly cloudy,0.0,92,10,1022,34,6,5,3,26,3

2016-09-26,1200,11,18,6,Overcast,0.0,71,10,1022,96,11,6,9,25,9

2016-09-27,0,7,12,14,Partly cloudy,0.0,96,10,1022,50,7,6,4,20,4

2016-09-27,1200,10,13,13,Light rain shower,0.2,71,10,1024,95,10,5,7,18,7

2016-09-28,0,7,10,353,Overcast,0.0,86,10,1024,90,7,5,5,14,5

2016-09-28,1200,11,6,349,Light rain shower,0.2,62,10,1021,87,11,4,10,7,10

2016-09-29,0,4,9,185,Clear,0.0,93,10,1016,14,4,3,2,17,2

2016-09-29,1200,8,9,167,Light drizzle,0.3,90,2,1012,100,8,7,6,11,6

2016-09-30,0,6,10,186,Fog,0.0,99,0,1013,100,6,6,3,19,3

2016-09-30,1200,13,19,220,Light rain,0.8,92,9,1008,100,13,12,11,29,11

2016-10-01,0,10,10,260,Partly cloudy,0.0,97,10,1010,46,10,9,8,19,8

2016-10-01,1200,16,15,259,Sunny,0.0,66,10,1014,17,16,9,16,21,16

2016-10-02,0,10,8,262,Mist,0.0,95,2,1019,5,10,9,8,14,8

2016-10-02,1200,17,7,158,Sunny,0.0,63,10,1020,19,17,10,17,8,17

2016-10-03,0,12,7,198,Fog,0.0,98,0,1018,100,12,11,11,14,11

2016-10-03,1200,19,8,227,Light rain shower,0.6,75,10,1018,54,19,15,19,10,19

2016-10-04,0,13,8,333,Light rain shower,0.5,98,10,1017,100,13,13,13,12,13

2016-10-04,1200,11,12,6,Light rain,2.4,91,9,1017,100,11,10,9,16,9

2016-10-05,0,10,14,46,Light rain,0.8,96,9,1020,100,10,10,8,21,8

2016-10-05,1200,12,21,59,Light drizzle,0.2,89,2,1024,100,12,10,10,32,10

2016-10-06,0,9,17,74,Overcast,0.0,87,10,1027,100,9,7,6,24,6

2016-10-06,1200,10,13,83,Overcast,0.0,86,10,1026,100,10,8,7,18,7

2016-10-07,0,8,11,93,Heavy rain,8.9,96,5,1022,100,8,8,6,15,6

2016-10-07,1200,11,10,84,Light drizzle,0.2,93,2,1019,100,11,10,9,14,9

2016-10-08,0,9,13,83,Overcast,0.0,97,10,1019,100,9,9,7,19,7

2016-10-08,1200,12,9,101,Overcast,0.0,87,10,1023,100,12,10,11,12,11

2016-10-09,0,9,15,66,Overcast,0.0,92,10,1026,100,9,8,6,23,6

2016-10-09,1200,8,21,67,Overcast,0.0,79,10,1025,100,8,5,4,29,4

2016-10-10,0,3,22,63,Cloudy,0.0,87,10,1025,70,3,1,-2,33,-2

2016-10-10,1200,5,21,60,Cloudy,0.0,73,10,1028,80,5,1,1,28,1

2016-10-11,0,3,14,78,Overcast,0.0,78,10,1030,93,3,-1,-1,20,-1

2016-10-11,1200,5,9,60,Overcast,0.0,66,10,1032,89,5,-0,3,11,3

2016-10-12,0,4,3,30,Cloudy,0.0,80,10,1034,83,4,0,2,4,2

2016-10-12,1200,6,5,295,Cloudy,0.0,62,10,1033,85,6,-1,6,6,6

2016-10-13,0,1,6,288,Clear,0.0,90,10,1031,13,1,-1,-2,10,-2

2016-10-13,1200,4,10,7,Cloudy,0.0,75,10,1027,79,4,-0,1,12,1

2016-10-14,0,2,9,13,Overcast,0.0,87,10,1028,95,2,-0,-1,13,-1

2016-10-14,1200,6,12,1,Overcast,0.0,74,10,1028,100,6,2,3,15,3

