,date,maxtempC,mintempC,avgtempC,sunHour,humidity,DewPointC,maxtempC_lg1,mintempC_lg1,avgtempC_lg1,sunHour_lg1,humidity_lg1,DewPointC_lg1,maxtempC_lg2,mintempC_lg2,avgtempC_lg2,sunHour_lg2,humidity_lg2,DewPointC_lg2,maxtempC_lg3,mintempC_lg3,avgtempC_lg3,sunHour_lg3,humidity_lg3,DewPointC_lg3
3118,2018-07-16,29,19,26,17.0,50,18,28.0,18.0,26.0,16.6,51.0,17.0,28.0,18.0,26.0,17.0,46.0,15.0,26.0,17.0,24.0,17.0,58.0,17.0
3119,2018-07-17,28,20,26,16.9,55,19,29.0,19.0,26.0,17.0,50.0,18.0,28.0,18.0,26.0,16.6,51.0,17.0,28.0,18.0,26.0,17.0,46.0,15.0
3120,2018-07-18,23,19,21,12.7,82,19,28.0,20.0,26.0,16.9,55.0,19.0,29.0,19.0,26.0,17.0,50.0,18.0,28.0,18.0,26.0,16.6,51.0,17.0
3121,2018-07-19,23,18,21,11.1,75,18,23.0,19.0,21.0,12.7,82.0,19.0,28.0,20.0,26.0,16.9,55.0,19.0,29.0,19.0,26.0,17.0,50.0,18.0
3122,2018-07-20,27,18,24,12.8,62,19,23.0,18.0,21.0,11.1,75.0,18.0,23.0,19.0,21.0,12.7,82.0,19.0,28.0,20.0,26.0,16.9,55.0,19.0
3123,2018-07-21,28,19,25,14.5,59,19,27.0,18.0,24.0,12.8,62.0,19.0,23.0,18.0,21.0,11.1,75.0,18.0,23.0,19.0,21.0,12.7,82.0,19.0
3124,2018-07-22,23,18,20,10.2,81,17,28.0,19.0,25.0,14.5,59.0,19.0,27.0,18.0,24.0,12.8,62.0,19.0,23.0,18.0,21.0,11.1,75.0,18.0
3125,2018-07-23,23,16,20,10.2,67,17,23.0,18.0,20.0,10.2,81.0,17.0,28.0,19.0,25.0,14.5,59.0,19.0,27.0,18.0,24.0,12.8,62.0,19.0
3126,2018-07-24,25,16,21,11.1,64,17,23.0,16.0,20.0,10.2,67.0,17.0,23.0,18.0,20.0,10.2,81.0,17.0,28.0,19.0,25.0,14.5,59.0,19.0
3127,2018-07-25,24,17,22,13.6,52,14,25.0,16.0,21.0,11.1,64.0,17.0,23.0,16.0,20.0,10.2,67.0,17.0,23.0,18.0,20.0,10.2,81.0,17.0
3128,2018-07-26,29,16,26,14.5,47,17,24.0,17.0,22.0,13.6,52.0,14.0,25.0,16.0,21.0,11.1,64.0,17.0,23.0,16.0,20.0,10.2,67.0,17.0
3129,2018-07-27,30,20,26,12.8,48,17,29.0,16.0,26.0,14.5,47.0,17.0,24.0,17.0,22.0,13.6,52.0,14.0,25.0,16.0,21.0,11.1,64.0,17.0
3130,2018-07-28,31,21,27,13.6,49,19,30.0,20.0,26.0,12.8,48.0,17.0,29.0,16.0,26.0,14.5,47.0,17.0,24.0,17.0,22.0,13.6,52.0,14.0
3131,2018-07-29,27,19,24,14.5,55,17,31.0,21.0,27.0,13.6,49.0,19.0,30.0,20.0,26.0,12.8,48.0,17.0,29.0,16.0,26.0,14.5,47.0,17.0
3132,2018-07-30,25,18,22,14.5,55,15,27.0,19.0,24.0,14.5,55.0,17.0,31.0,21.0,27.0,13.6,49.0,19.0,30.0,20.0,26.0,12.8,48.0,17.0
3133,2018-07-31,28,18,26,14.5,42,14,25.0,18.0,22.0,14.5,55.0,15.0,27.0,19.0,24.0,14.5,55.0,17.0,31.0,21.0,27.0,13.6,49.0,19.0
3134,2018-08-01,32,20,28,14.5,37,14,28.0,18.0,26.0,14.5,42.0,14.0,25.0,18.0,22.0,14.5,55.0,15.0,27.0,19.0,24.0,14.5,55.0,17.0
3135,2018-08-02,30,21,28,14.5,37,14,32.0,20.0,28.0,14.5,37.0,14.0,28.0,18.0,26.0,14.5,42.0,14.0,25.0,18.0,22.0,14.5,55.0,15.0
3136,2018-08-03,29,20,27,14.5,41,15,30.0,21.0,28.0,14.5,37.0,14.0,32.0,20.0,28.0,14.5,37.0,14.0,28.0,18.0,26.0,14.5,42.0,14.0
3137,2018-08-04,28,19,26,14.5,54,18,29.0,20.0,27.0,14.5,41.0,15.0,30.0,21.0,28.0,14.5,37.0,14.0,32.0,20.0,28.0,14.5,37.0,14.0
3138,2018-08-05,27,19,25,14.5,54,17,28.0,19.0,26.0,14.5,54.0,18.0,29.0,20.0,27.0,14.5,41.0,15.0,30.0,21.0,28.0,14.5,37.0,14.0
3139,2018-08-06,26,18,24,14.5,47,14,27.0,19.0,25.0,14.5,54.0,17.0,28.0,19.0,26.0,14.5,54.0,18.0,29.0,20.0,27.0,14.5,41.0,15.0
3140,2018-08-07,23,15,21,12.6,53,13,26.0,18.0,24.0,14.5,47.0,14.0,27.0,19.0,25.0,14.5,54.0,17.0,28.0,19.0,26.0,14.5,54.0,18.0
3141,2018-08-08,22,13,20,14.5,40,8,23.0,15.0,21.0,12.6,53.0,13.0,26.0,18.0,24.0,14.5,47.0,14.0,27.0,19.0,25.0,14.5,54.0,17.0
3142,2018-08-09,25,14,22,14.5,42,10,22.0,13.0,20.0,14.5,40.0,8.0,23.0,15.0,21.0,12.6,53.0,13.0,26.0,18.0,24.0,14.5,47.0,14.0
3143,2018-08-10,28,16,25,13.6,41,13,25.0,14.0,22.0,14.5,42.0,10.0,22.0,13.0,20.0,14.5,40.0,8.0,23.0,15.0,21.0,12.6,53.0,13.0
3144,2018-08-11,27,18,25,14.5,41,13,28.0,16.0,25.0,13.6,41.0,13.0,25.0,14.0,22.0,14.5,42.0,10.0,22.0,13.0,20.0,14.5,40.0,8.0
3145,2018-08-12,27,17,24,14.5,43,13,27.0,18.0,25.0,14.5,41.0,13.0,28.0,16.0,25.0,13.6,41.0,13.0,25.0,14.0,22.0,14.5,42.0,10.0
3146,2018-08-13,22,15,19,14.5,45,10,27.0,17.0,24.0,14.5,43.0,13.0,27.0,18.0,25.0,14.5,41.0,13.0,28.0,16.0,25.0,13.6,41.0,13.0
3147,2018-08-14,24,13,21,14.5,40,10,22.0,15.0,19.0,14.5,45.0,10.0,27.0,17.0,24.0,14.5,43.0,13.0,27.0,18.0,25.0,14.5,41.0,13.0
3148,2018-08-15,28,16,24,14.5,51,17,24.0,13.0,21.0,14.5,40.0,10.0,22.0,15.0,19.0,14.5,45.0,10.0,27.0,17.0,24.0,14.5,43.0,13.0
3149,2018-08-16,23,16,20,11.4,60,15,28.0,16.0,24.0,14.5,51.0,17.0,24.0,13.0,21.0,14.5,40.0,10.0,22.0,15.0,19.0,14.5,45.0,10.0
3150,2018-08-17,25,14,21,13.5,36,9,23.0,16.0,20.0,11.4,60.0,15.0,28.0,16.0,24.0,14.5,51.0,17.0,24.0,13.0,21.0,14.5,40.0,10.0
3151,2018-08-18,26,13,22,14.5,40,11,25.0,14.0,21.0,13.5,36.0,9.0,23.0,16.0,20.0,11.4,60.0,15.0,28.0,16.0,24.0,14.5,51.0,17.0
3152,2018-08-19,26,15,23,14.5,46,13,26.0,13.0,22.0,14.5,40.0,11.0,25.0,14.0,21.0,13.5,36.0,9.0,23.0,16.0,20.0,11.4,60.0,15.0
3153,2018-08-20,25,17,23,14.4,48,13,26.0,15.0,23.0,14.5,46.0,13.0,26.0,13.0,22.0,14.5,40.0,11.0,25.0,14.0,21.0,13.5,36.0,9.0
3154,2018-08-21,23,13,20,13.4,74,16,25.0,17.0,23.0,14.4,48.0,13.0,26.0,15.0,23.0,14.5,46.0,13.0,26.0,13.0,22.0,14.5,40.0,11.0
3155,2018-08-22,19,11,16,13.4,45,7,23.0,13.0,20.0,13.4,74.0,16.0,25.0,17.0,23.0,14.4,48.0,13.0,26.0,15.0,23.0,14.5,46.0,13.0
3156,2018-08-23,22,10,19,14.3,43,8,19.0,11.0,16.0,13.4,45.0,7.0,23.0,13.0,20.0,13.4,74.0,16.0,25.0,17.0,23.0,14.4,48.0,13.0
3157,2018-08-24,25,14,22,14.3,42,11,22.0,10.0,19.0,14.3,43.0,8.0,19.0,11.0,16.0,13.4,45.0,7.0,23.0,13.0,20.0,13.4,74.0,16.0
3158,2018-08-25,27,16,24,14.2,40,12,25.0,14.0,22.0,14.3,42.0,11.0,22.0,10.0,19.0,14.3,43.0,8.0,19.0,11.0,16.0,13.4,45.0,7.0
3159,2018-08-26,28,17,25,14.2,35,11,27.0,16.0,24.0,14.2,40.0,12.0,25.0,14.0,22.0,14.3,42.0,11.0,22.0,10.0,19.0,14.3,43.0,8.0
3160,2018-08-27,28,18,25,14.1,32,10,28.0,17.0,25.0,14.2,35.0,11.0,27.0,16.0,24.0,14.2,40.0,12.0,25.0,14.0,22.0,14.3,42.0,11.0
3161,2018-08-28,29,18,26,14.1,31,10,28.0,18.0,25.0,14.1,32.0,10.0,28.0,17.0,25.0,14.2,35.0,11.0,27.0,16.0,24.0,14.2,40.0,12.0
3162,2018-08-29,29,20,26,14.0,32,11,29.0,18.0,26.0,14.1,31.0,10.0,28.0,18.0,25.0,14.1,32.0,10.0,28.0,17.0,25.0,14.2,35.0,11.0
3163,2018-08-30,27,18,23,14.0,39,12,29.0,20.0,26.0,14.0,32.0,11.0,29.0,18.0,26.0,14.1,31.0,10.0,28.0,18.0,25.0,14.1,32.0,10.0
3164,2018-08-31,25,16,22,14.0,49,14,27.0,18.0,23.0,14.0,39.0,12.0,29.0,20.0,26.0,14.0,32.0,11.0,29.0,18.0,26.0,14.1,31.0,10.0
3165,2018-09-01,25,14,22,11.0,38,10,25.0,16.0,22.0,14.0,49.0,14.0,27.0,18.0,23.0,14.0,39.0,12.0,29.0,20.0,26.0,14.0,32.0,11.0
3166,2018-09-02,26,15,23,13.9,40,12,25.0,14.0,22.0,11.0,38.0,10.0,25.0,16.0,22.0,14.0,49.0,14.0,27.0,18.0,23.0,14.0,39.0,12.0
3167,2018-09-03,22,16,20,13.8,51,12,26.0,15.0,23.0,13.9,40.0,12.0,25.0,14.0,22.0,11.0,38.0,10.0,25.0,16.0,22.0,14.0,49.0,14.0
3168,2018-09-04,24,14,21,13.8,47,12,22.0,16.0,20.0,13.8,51.0,12.0,26.0,15.0,23.0,13.9,40.0,12.0,25.0,14.0,22.0,11.0,38.0,10.0
3169,2018-09-05,26,15,23,13.7,44,13,24.0,14.0,21.0,13.8,47.0,12.0,22.0,16.0,20.0,13.8,51.0,12.0,26.0,15.0,23.0,13.9,40.0,12.0
3170,2018-09-06,25,15,22,13.7,41,11,26.0,15.0,23.0,13.7,44.0,13.0,24.0,14.0,21.0,13.8,47.0,12.0,22.0,16.0,20.0,13.8,51.0,12.0
3171,2018-09-07,24,15,22,13.6,38,9,25.0,15.0,22.0,13.7,41.0,11.0,26.0,15.0,23.0,13.7,44.0,13.0,24.0,14.0,21.0,13.8,47.0,12.0
3172,2018-09-08,25,14,22,13.6,34,9,24.0,15.0,22.0,13.6,38.0,9.0,25.0,15.0,22.0,13.7,41.0,11.0,26.0,15.0,23.0,13.7,44.0,13.0
3173,2018-09-09,26,14,23,13.5,32,8,25.0,14.0,22.0,13.6,34.0,9.0,24.0,15.0,22.0,13.6,38.0,9.0,25.0,15.0,22.0,13.7,41.0,11.0
3174,2018-09-10,18,14,16,12.1,75,13,26.0,14.0,23.0,13.5,32.0,8.0,25.0,14.0,22.0,13.6,34.0,9.0,24.0,15.0,22.0,13.6,38.0,9.0
3175,2018-09-11,23,15,20,13.1,46,11,18.0,14.0,16.0,12.1,75.0,13.0,26.0,14.0,23.0,13.5,32.0,8.0,25.0,14.0,22.0,13.6,34.0,9.0
3176,2018-09-12,20,16,18,9.4,61,12,23.0,15.0,20.0,13.1,46.0,11.0,18.0,14.0,16.0,12.1,75.0,13.0,26.0,14.0,23.0,13.5,32.0,8.0
3177,2018-09-13,21,13,18,11.9,41,7,20.0,16.0,18.0,9.4,61.0,12.0,23.0,15.0,20.0,13.1,46.0,11.0,18.0,14.0,16.0,12.1,75.0,13.0
3178,2018-09-14,22,11,18,12.9,35,6,21.0,13.0,18.0,11.9,41.0,7.0,20.0,16.0,18.0,9.4,61.0,12.0,23.0,15.0,20.0,13.1,46.0,11.0
3179,2018-09-15,23,12,20,11.6,40,8,22.0,11.0,18.0,12.9,35.0,6.0,21.0,13.0,18.0,11.9,41.0,7.0,20.0,16.0,18.0,9.4,61.0,12.0
3180,2018-09-16,17,11,15,8.9,86,13,23.0,12.0,20.0,11.6,40.0,8.0,22.0,11.0,18.0,12.9,35.0,6.0,21.0,13.0,18.0,11.9,41.0,7.0
3181,2018-09-17,18,9,15,11.6,44,5,17.0,11.0,15.0,8.9,86.0,13.0,23.0,12.0,20.0,11.6,40.0,8.0,22.0,11.0,18.0,12.9,35.0,6.0
3182,2018-09-18,15,10,14,8.9,66,8,18.0,9.0,15.0,11.6,44.0,5.0,17.0,11.0,15.0,8.9,86.0,13.0,23.0,12.0,20.0,11.6,40.0,8.0
3183,2018-09-19,22,9,18,11.6,50,11,15.0,10.0,14.0,8.9,66.0,8.0,18.0,9.0,15.0,11.6,44.0,5.0,17.0,11.0,15.0,8.9,86.0,13.0
3184,2018-09-20,23,14,20,11.6,51,12,22.0,9.0,18.0,11.6,50.0,11.0,15.0,10.0,14.0,8.9,66.0,8.0,18.0,9.0,15.0,11.6,44.0,5.0
3185,2018-09-21,26,15,23,11.6,49,15,23.0,14.0,20.0,11.6,51.0,12.0,22.0,9.0,18.0,11.6,50.0,11.0,15.0,10.0,14.0,8.9,66.0,8.0
3186,2018-09-22,25,15,22,11.6,49,13,26.0,15.0,23.0,11.6,49.0,15.0,23.0,14.0,20.0,11.6,51.0,12.0,22.0,9.0,18.0,11.6,50.0,11.0
3187,2018-09-23,13,10,12,8.8,70,8,25.0,15.0,22.0,11.6,49.0,13.0,26.0,15.0,23.0,11.6,49.0,15.0,23.0,14.0,20.0,11.6,51.0,12.0
3188,2018-09-24,13,7,10,6.0,72,7,13.0,10.0,12.0,8.8,70.0,8.0,25.0,15.0,22.0,11.6,49.0,13.0,26.0,15.0,23.0,11.6,49.0,15.0
3189,2018-09-25,8,6,8,7.4,79,5,13.0,7.0,10.0,6.0,72.0,7.0,13.0,10.0,12.0,8.8,70.0,8.0,25.0,15.0,22.0,11.6,49.0,13.0
3190,2018-09-26,11,3,9,10.2,50,1,8.0,6.0,8.0,7.4,79.0,5.0,13.0,7.0,10.0,6.0,72.0,7.0,13.0,10.0,12.0,8.8,70.0,8.0
3191,2018-09-27,12,6,10,11.6,54,3,11.0,3.0,9.0,10.2,50.0,1.0,8.0,6.0,8.0,7.4,79.0,5.0,13.0,7.0,10.0,6.0,72.0,7.0
3192,2018-09-28,14,6,11,8.8,83,11,12.0,6.0,10.0,11.6,54.0,3.0,11.0,3.0,9.0,10.2,50.0,1.0,8.0,6.0,8.0,7.4,79.0,5.0
3193,2018-09-29,10,4,7,11.6,48,0,14.0,6.0,11.0,8.8,83.0,11.0,12.0,6.0,10.0,11.6,54.0,3.0,11.0,3.0,9.0,10.2,50.0,1.0
3194,2018-09-30,10,2,8,11.6,51,1,10.0,4.0,7.0,11.6,48.0,0.0,14.0,6.0,11.0,8.8,83.0,11.0,12.0,6.0,10.0,11.6,54.0,3.0
3195,2018-10-01,13,5,11,11.6,49,3,10.0,2.0,8.0,11.6,51.0,1.0,10.0,4.0,7.0,11.6,48.0,0.0,14.0,6.0,11.0,8.8,83.0,11.0
3196,2018-10-02,13,5,9,10.2,76,6,13.0,5.0,11.0,11.6,49.0,3.0,10.0,2.0,8.0,11.6,51.0,1.0,10.0,4.0,7.0,11.6,48.0,0.0
3197,2018-10-03,13,7,10,5.8,84,9,13.0,5.0,9.0,10.2,76.0,6.0,13.0,5.0,11.0,11.6,49.0,3.0,10.0,2.0,8.0,11.6,51.0,1.0
3198,2018-10-04,9,4,7,4.2,74,5,13.0,7.0,10.0,5.8,84.0,9.0,13.0,5.0,9.0,10.2,76.0,6.0,13.0,5.0,11.0,11.6,49.0,3.0
3199,2018-10-05,8,2,6,8.7,55,-1,9.0,4.0,7.0,4.2,74.0,5.0,13.0,7.0,10.0,5.8,84.0,9.0,13.0,5.0,9.0,10.2,76.0,6.0
3200,2018-10-06,13,8,12,4.2,81,10,8.0,2.0,6.0,8.7,55.0,-1.0,9.0,4.0,7.0,4.2,74.0,5.0,13.0,7.0,10.0,5.8,84.0,9.0
3201,2018-10-07,15,8,13,8.7,66,9,13.0,8.0,12.0,4.2,81.0,10.0,8.0,2.0,6.0,8.7,55.0,-1.0,9.0,4.0,7.0,4.2,74.0,5.0
3202,2018-10-08,10,5,8,8.7,55,1,15.0,8.0,13.0,8.7,66.0,9.0,13.0,8.0,12.0,4.2,81.0,10.0,8.0,2.0,6.0,8.7,55.0,-1.0
3203,2018-10-09,10,3,7,8.7,47,-1,10.0,5.0,8.0,8.7,55.0,1.0,15.0,8.0,13.0,8.7,66.0,9.0,13.0,8.0,12.0,4.2,81.0,10.0
3204,2018-10-10,12,5,10,8.7,59,4,10.0,3.0,7.0,8.7,47.0,-1.0,10.0,5.0,8.0,8.7,55.0,1.0,15.0,8.0,13.0,8.7,66.0,9.0
3205,2018-10-11,14,8,12,8.7,49,3,12.0,5.0,10.0,8.7,59.0,4.0,10.0,3.0,7.0,8.7,47.0,-1.0,10.0,5.0,8.0,8.7,55.0,1.0
3206,2018-10-12,14,6,12,8.7,56,5,14.0,8.0,12.0,8.7,49.0,3.0,12.0,5.0,10.0,8.7,59.0,4.0,10.0,3.0,7.0,8.7,47.0,-1.0
3207,2018-10-13,16,8,13,7.1,69,10,14.0,6.0,12.0,8.7,56.0,5.0,14.0,8.0,12.0,8.7,49.0,3.0,12.0,5.0,10.0,8.7,59.0,4.0
3208,2018-10-14,16,9,14,8.7,69,11,16.0,8.0,13.0,7.1,69.0,10.0,14.0,6.0,12.0,8.7,56.0,5.0,14.0,8.0,12.0,8.7,49.0,3.0
3209,2018-10-15,19,11,16,8.7,59,11,16.0,9.0,14.0,8.7,69.0,11.0,16.0,8.0,13.0,7.1,69.0,10.0,14.0,6.0,12.0,8.7,56.0,5.0
3210,2018-10-16,17,9,13,8.7,51,7,19.0,11.0,16.0,8.7,59.0,11.0,16.0,9.0,14.0,8.7,69.0,11.0,16.0,8.0,13.0,7.1,69.0,10.0
3211,2018-10-17,19,9,16,8.7,60,11,17.0,9.0,13.0,8.7,51.0,7.0,19.0,11.0,16.0,8.7,59.0,11.0,16.0,9.0,14.0,8.7,69.0,11.0
3212,2018-10-18,17,10,14,8.7,63,9,19.0,9.0,16.0,8.7,60.0,11.0,17.0,9.0,13.0,8.7,51.0,7.0,19.0,11.0,16.0,8.7,59.0,11.0
3213,2018-10-19,16,11,14,5.4,73,11,17.0,10.0,14.0,8.7,63.0,9.0,19.0,9.0,16.0,8.7,60.0,11.0,17.0,9.0,13.0,8.7,51.0,7.0
3214,2018-10-20,11,5,8,8.7,60,3,16.0,11.0,14.0,5.4,73.0,11.0,17.0,10.0,14.0,8.7,63.0,9.0,19.0,9.0,16.0,8.7,60.0,11.0
3215,2018-10-21,8,3,7,3.8,63,2,11.0,5.0,8.0,8.7,60.0,3.0,16.0,11.0,14.0,5.4,73.0,11.0,17.0,10.0,14.0,8.7,63.0,9.0
3216,2018-10-22,8,4,6,8.7,59,0,8.0,3.0,7.0,3.8,63.0,2.0,11.0,5.0,8.0,8.7,60.0,3.0,16.0,11.0,14.0,5.4,73.0,11.0
3217,2018-10-23,7,2,6,3.7,79,4,8.0,4.0,6.0,8.7,59.0,0.0,8.0,3.0,7.0,3.8,63.0,2.0,11.0,5.0,8.0,8.7,60.0,3.0
3218,2018-10-24,7,4,6,3.7,81,4,7.0,2.0,6.0,3.7,79.0,4.0,8.0,4.0,6.0,8.7,59.0,0.0,8.0,3.0,7.0,3.8,63.0,2.0
3219,2018-10-25,5,1,4,5.4,75,1,7.0,4.0,6.0,3.7,81.0,4.0,7.0,2.0,6.0,3.7,79.0,4.0,8.0,4.0,6.0,8.7,59.0,0.0
3220,2018-10-26,4,-1,2,5.4,60,-3,5.0,1.0,4.0,5.4,75.0,1.0,7.0,4.0,6.0,3.7,81.0,4.0,7.0,2.0,6.0,3.7,79.0,4.0
3221,2018-10-27,5,0,4,7.0,68,0,4.0,-1.0,2.0,5.4,60.0,-3.0,5.0,1.0,4.0,5.4,75.0,1.0,7.0,4.0,6.0,3.7,81.0,4.0
3222,2018-10-28,7,3,6,5.2,71,2,5.0,0.0,4.0,7.0,68.0,0.0,4.0,-1.0,2.0,5.4,60.0,-3.0,5.0,1.0,4.0,5.4,75.0,1.0
3223,2018-10-29,1,0,1,3.5,65,-4,7.0,3.0,6.0,5.2,71.0,2.0,5.0,0.0,4.0,7.0,68.0,0.0,4.0,-1.0,2.0,5.4,60.0,-3.0
3224,2018-10-30,2,-2,0,8.7,52,-7,1.0,0.0,1.0,3.5,65.0,-4.0,7.0,3.0,6.0,5.2,71.0,2.0,5.0,0.0,4.0,7.0,68.0,0.0
3225,2018-10-31,2,-1,1,3.4,76,-2,2.0,-2.0,0.0,8.7,52.0,-7.0,1.0,0.0,1.0,3.5,65.0,-4.0,7.0,3.0,6.0,5.2,71.0,2.0
3226,2018-11-01,6,2,4,8.7,78,2,2.0,-1.0,1.0,3.4,76.0,-2.0,2.0,-2.0,0.0,8.7,52.0,-7.0,1.0,0.0,1.0,3.5,65.0,-4.0
3227,2018-11-02,7,2,6,8.7,73,3,6.0,2.0,4.0,8.7,78.0,2.0,2.0,-1.0,1.0,3.4,76.0,-2.0,2.0,-2.0,0.0,8.7,52.0,-7.0
3228,2018-11-03,8,6,8,3.4,88,6,7.0,2.0,6.0,8.7,73.0,3.0,6.0,2.0,4.0,8.7,78.0,2.0,2.0,-1.0,1.0,3.4,76.0,-2.0
3229,2018-11-04,8,4,7,3.4,71,3,8.0,6.0,8.0,3.4,88.0,6.0,7.0,2.0,6.0,8.7,73.0,3.0,6.0,2.0,4.0,8.7,78.0,2.0
3230,2018-11-05,8,2,5,8.7,66,2,8.0,4.0,7.0,3.4,71.0,3.0,8.0,6.0,8.0,3.4,88.0,6.0,7.0,2.0,6.0,8.7,73.0,3.0
3231,2018-11-06,6,1,4,8.7,77,2,8.0,2.0,5.0,8.7,66.0,2.0,8.0,4.0,7.0,3.4,71.0,3.0,8.0,6.0,8.0,3.4,88.0,6.0
3232,2018-11-07,7,2,5,8.7,77,3,6.0,1.0,4.0,8.7,77.0,2.0,8.0,2.0,5.0,8.7,66.0,2.0,8.0,4.0,7.0,3.4,71.0,3.0
3233,2018-11-08,5,3,4,3.3,85,3,7.0,2.0,5.0,8.7,77.0,3.0,6.0,1.0,4.0,8.7,77.0,2.0,8.0,2.0,5.0,8.7,66.0,2.0
3234,2018-11-09,4,3,4,3.3,85,2,5.0,3.0,4.0,3.3,85.0,3.0,7.0,2.0,5.0,8.7,77.0,3.0,6.0,1.0,4.0,8.7,77.0,2.0
3235,2018-11-10,3,1,3,3.3,79,0,4.0,3.0,4.0,3.3,85.0,2.0,5.0,3.0,4.0,3.3,85.0,3.0,7.0,2.0,5.0,8.7,77.0,3.0
3236,2018-11-11,-1,-4,-2,8.7,40,-13,3.0,1.0,3.0,3.3,79.0,0.0,4.0,3.0,4.0,3.3,85.0,2.0,5.0,3.0,4.0,3.3,85.0,3.0
3237,2018-11-12,-2,-5,-3,8.7,42,-13,-1.0,-4.0,-2.0,8.7,40.0,-13.0,3.0,1.0,3.0,3.3,79.0,0.0,4.0,3.0,4.0,3.3,85.0,2.0
3238,2018-11-13,-2,-6,-3,8.3,20,-22,-2.0,-5.0,-3.0,8.7,42.0,-13.0,-1.0,-4.0,-2.0,8.7,40.0,-13.0,3.0,1.0,3.0,3.3,79.0,0.0
3239,2018-11-14,-1,-3,-1,5.0,57,-8,-2.0,-6.0,-3.0,8.3,20.0,-22.0,-2.0,-5.0,-3.0,8.7,42.0,-13.0,-1.0,-4.0,-2.0,8.7,40.0,-13.0
3240,2018-11-15,1,-1,0,8.2,53,-8,-1.0,-3.0,-1.0,5.0,57.0,-8.0,-2.0,-6.0,-3.0,8.3,20.0,-22.0,-2.0,-5.0,-3.0,8.7,42.0,-13.0
3241,2018-11-16,2,-2,0,8.2,41,-11,1.0,-1.0,0.0,8.2,53.0,-8.0,-1.0,-3.0,-1.0,5.0,57.0,-8.0,-2.0,-6.0,-3.0,8.3,20.0,-22.0
3242,2018-11-17,2,-2,0,4.9,59,-6,2.0,-2.0,0.0,8.2,41.0,-11.0,1.0,-1.0,0.0,8.2,53.0,-8.0,-1.0,-3.0,-1.0,5.0,57.0,-8.0
3243,2018-11-18,2,0,1,3.0,92,0,2.0,-2.0,0.0,4.9,59.0,-6.0,2.0,-2.0,0.0,8.2,41.0,-11.0,1.0,-1.0,0.0,8.2,53.0,-8.0
3244,2018-11-19,2,-1,1,3.0,85,-1,2.0,0.0,1.0,3.0,92.0,0.0,2.0,-2.0,0.0,4.9,59.0,-6.0,2.0,-2.0,0.0,8.2,41.0,-11.0
3245,2018-11-20,-1,-3,-2,6.8,69,-6,2.0,-1.0,1.0,3.0,85.0,-1.0,2.0,0.0,1.0,3.0,92.0,0.0,2.0,-2.0,0.0,4.9,59.0,-6.0
3246,2018-11-21,0,-3,-1,4.9,66,-6,-1.0,-3.0,-2.0,6.8,69.0,-6.0,2.0,-1.0,1.0,3.0,85.0,-1.0,2.0,0.0,1.0,3.0,92.0,0.0
3247,2018-11-22,1,-3,0,3.0,73,-4,0.0,-3.0,-1.0,4.9,66.0,-6.0,-1.0,-3.0,-2.0,6.8,69.0,-6.0,2.0,-1.0,1.0,3.0,85.0,-1.0
3248,2018-11-23,-1,-4,-2,7.9,72,-6,1.0,-3.0,0.0,3.0,73.0,-4.0,0.0,-3.0,-1.0,4.9,66.0,-6.0,-1.0,-3.0,-2.0,6.8,69.0,-6.0
3249,2018-11-24,-1,-3,-2,4.9,72,-6,-1.0,-4.0,-2.0,7.9,72.0,-6.0,1.0,-3.0,0.0,3.0,73.0,-4.0,0.0,-3.0,-1.0,4.9,66.0,-6.0
3250,2018-11-25,-1,-3,-1,2.9,76,-4,-1.0,-3.0,-2.0,4.9,72.0,-6.0,-1.0,-4.0,-2.0,7.9,72.0,-6.0,1.0,-3.0,0.0,3.0,73.0,-4.0
3251,2018-11-26,-2,-3,-2,2.9,77,-5,-1.0,-3.0,-1.0,2.9,76.0,-4.0,-1.0,-3.0,-2.0,4.9,72.0,-6.0,-1.0,-4.0,-2.0,7.9,72.0,-6.0
3252,2018-11-27,-3,-6,-4,2.9,83,-6,-2.0,-3.0,-2.0,2.9,77.0,-5.0,-1.0,-3.0,-1.0,2.9,76.0,-4.0,-1.0,-3.0,-2.0,4.9,72.0,-6.0
3253,2018-11-28,-5,-7,-6,6.8,76,-9,-3.0,-6.0,-4.0,2.9,83.0,-6.0,-2.0,-3.0,-2.0,2.9,77.0,-5.0,-1.0,-3.0,-1.0,2.9,76.0,-4.0
3254,2018-11-29,-5,-8,-6,7.7,72,-9,-5.0,-7.0,-6.0,6.8,76.0,-9.0,-3.0,-6.0,-4.0,2.9,83.0,-6.0,-2.0,-3.0,-2.0,2.9,77.0,-5.0
3255,2018-11-30,-4,-8,-5,7.7,62,-10,-5.0,-8.0,-6.0,7.7,72.0,-9.0,-5.0,-7.0,-6.0,6.8,76.0,-9.0,-3.0,-6.0,-4.0,2.9,83.0,-6.0
3256,2018-12-01,-7,-10,-8,7.7,68,-12,-4.0,-8.0,-5.0,7.7,62.0,-10.0,-5.0,-8.0,-6.0,7.7,72.0,-9.0,-5.0,-7.0,-6.0,6.8,76.0,-9.0
3257,2018-12-02,-5,-7,-6,2.9,88,-7,-7.0,-10.0,-8.0,7.7,68.0,-12.0,-4.0,-8.0,-5.0,7.7,62.0,-10.0,-5.0,-8.0,-6.0,7.7,72.0,-9.0
