,date,maxtempC,mintempC,avgtempC,sunHour,humidity,DewPointC,maxtempC_lg1,mintempC_lg1,avgtempC_lg1,sunHour_lg1,humidity_lg1,DewPointC_lg1,maxtempC_lg2,mintempC_lg2,avgtempC_lg2,sunHour_lg2,humidity_lg2,DewPointC_lg2,maxtempC_lg3,mintempC_lg3,avgtempC_lg3,sunHour_lg3,humidity_lg3,DewPointC_lg3
3,2010-01-04,-14,-21,-17,2.8,99,-17,-18.0,-20.0,-19.0,2.8,99.0,-18.0,-9.0,-13.0,-10.0,2.8,98.0,-10.0,-7.0,-13.0,-9.0,2.8,98.0,-7.0
4,2010-01-05,-13,-16,-14,2.8,98,-14,-14.0,-21.0,-17.0,2.8,99.0,-17.0,-18.0,-20.0,-19.0,2.8,99.0,-18.0,-9.0,-13.0,-10.0,2.8,98.0,-10.0
5,2010-01-06,-13,-16,-14,2.8,98,-14,-13.0,-16.0,-14.0,2.8,98.0,-14.0,-14.0,-21.0,-17.0,2.8,99.0,-17.0,-18.0,-20.0,-19.0,2.8,99.0,-18.0
6,2010-01-07,-9,-14,-10,2.8,97,-11,-13.0,-16.0,-14.0,2.8,98.0,-14.0,-13.0,-16.0,-14.0,2.8,98.0,-14.0,-14.0,-21.0,-17.0,2.8,99.0,-17.0
7,2010-01-08,-5,-8,-6,2.9,99,-6,-9.0,-14.0,-10.0,2.8,97.0,-11.0,-13.0,-16.0,-14.0,2.8,98.0,-14.0,-13.0,-16.0,-14.0,2.8,98.0,-14.0
8,2010-01-09,-8,-17,-11,2.9,98,-9,-5.0,-8.0,-6.0,2.9,99.0,-6.0,-9.0,-14.0,-10.0,2.8,97.0,-11.0,-13.0,-16.0,-14.0,2.8,98.0,-14.0
9,2010-01-10,-13,-19,-15,7.7,97,-13,-8.0,-17.0,-11.0,2.9,98.0,-9.0,-5.0,-8.0,-6.0,2.9,99.0,-6.0,-9.0,-14.0,-10.0,2.8,97.0,-11.0
10,2010-01-11,-9,-19,-15,7.7,90,-13,-13.0,-19.0,-15.0,7.7,97.0,-13.0,-8.0,-17.0,-11.0,2.9,98.0,-9.0,-5.0,-8.0,-6.0,2.9,99.0,-6.0
11,2010-01-12,-8,-15,-11,7.7,96,-9,-9.0,-19.0,-15.0,7.7,90.0,-13.0,-13.0,-19.0,-15.0,7.7,97.0,-13.0,-8.0,-17.0,-11.0,2.9,98.0,-9.0
12,2010-01-13,-7,-15,-9,2.9,98,-7,-8.0,-15.0,-11.0,7.7,96.0,-9.0,-9.0,-19.0,-15.0,7.7,90.0,-13.0,-13.0,-19.0,-15.0,7.7,97.0,-13.0
13,2010-01-14,-8,-14,-10,2.9,98,-8,-7.0,-15.0,-9.0,2.9,98.0,-7.0,-8.0,-15.0,-11.0,7.7,96.0,-9.0,-9.0,-19.0,-15.0,7.7,90.0,-13.0
14,2010-01-15,-10,-18,-15,6.8,99,-13,-8.0,-14.0,-10.0,2.9,98.0,-8.0,-7.0,-15.0,-9.0,2.9,98.0,-7.0,-8.0,-15.0,-11.0,7.7,96.0,-9.0
15,2010-01-16,-12,-21,-16,7.8,99,-15,-10.0,-18.0,-15.0,6.8,99.0,-13.0,-8.0,-14.0,-10.0,2.9,98.0,-8.0,-7.0,-15.0,-9.0,2.9,98.0,-7.0
16,2010-01-17,-13,-18,-15,7.9,98,-14,-12.0,-21.0,-16.0,7.8,99.0,-15.0,-10.0,-18.0,-15.0,6.8,99.0,-13.0,-8.0,-14.0,-10.0,2.9,98.0,-8.0
17,2010-01-18,-12,-22,-16,7.9,93,-14,-13.0,-18.0,-15.0,7.9,98.0,-14.0,-12.0,-21.0,-16.0,7.8,99.0,-15.0,-10.0,-18.0,-15.0,6.8,99.0,-13.0
18,2010-01-19,-14,-24,-17,7.9,95,-16,-12.0,-22.0,-16.0,7.9,93.0,-14.0,-13.0,-18.0,-15.0,7.9,98.0,-14.0,-12.0,-21.0,-16.0,7.8,99.0,-15.0
19,2010-01-20,-16,-22,-17,3.0,99,-16,-14.0,-24.0,-17.0,7.9,95.0,-16.0,-12.0,-22.0,-16.0,7.9,93.0,-14.0,-13.0,-18.0,-15.0,7.9,98.0,-14.0
20,2010-01-21,-17,-19,-17,3.0,98,-17,-16.0,-22.0,-17.0,3.0,99.0,-16.0,-14.0,-24.0,-17.0,7.9,95.0,-16.0,-12.0,-22.0,-16.0,7.9,93.0,-14.0
21,2010-01-22,-16,-21,-18,3.0,98,-16,-17.0,-19.0,-17.0,3.0,98.0,-17.0,-16.0,-22.0,-17.0,3.0,99.0,-16.0,-14.0,-24.0,-17.0,7.9,95.0,-16.0
22,2010-01-23,-18,-23,-21,3.0,98,-18,-16.0,-21.0,-18.0,3.0,98.0,-16.0,-17.0,-19.0,-17.0,3.0,98.0,-17.0,-16.0,-22.0,-17.0,3.0,99.0,-16.0
23,2010-01-24,-17,-23,-18,3.0,98,-17,-18.0,-23.0,-21.0,3.0,98.0,-18.0,-16.0,-21.0,-18.0,3.0,98.0,-16.0,-17.0,-19.0,-17.0,3.0,98.0,-17.0
24,2010-01-25,-15,-22,-17,3.0,97,-16,-17.0,-23.0,-18.0,3.0,98.0,-17.0,-18.0,-23.0,-21.0,3.0,98.0,-18.0,-16.0,-21.0,-18.0,3.0,98.0,-16.0
25,2010-01-26,-18,-25,-20,3.1,98,-19,-15.0,-22.0,-17.0,3.0,97.0,-16.0,-17.0,-23.0,-18.0,3.0,98.0,-17.0,-18.0,-23.0,-21.0,3.0,98.0,-18.0
26,2010-01-27,-18,-26,-21,3.1,98,-18,-18.0,-25.0,-20.0,3.1,98.0,-19.0,-15.0,-22.0,-17.0,3.0,97.0,-16.0,-17.0,-23.0,-18.0,3.0,98.0,-17.0
27,2010-01-28,-15,-22,-18,3.1,98,-16,-18.0,-26.0,-21.0,3.1,98.0,-18.0,-18.0,-25.0,-20.0,3.1,98.0,-19.0,-15.0,-22.0,-17.0,3.0,97.0,-16.0
28,2010-01-29,-13,-17,-13,3.1,98,-13,-15.0,-22.0,-18.0,3.1,98.0,-16.0,-18.0,-26.0,-21.0,3.1,98.0,-18.0,-18.0,-25.0,-20.0,3.1,98.0,-19.0
29,2010-01-30,-10,-15,-13,3.1,98,-11,-13.0,-17.0,-13.0,3.1,98.0,-13.0,-15.0,-22.0,-18.0,3.1,98.0,-16.0,-18.0,-26.0,-21.0,3.1,98.0,-18.0
30,2010-01-31,-7,-12,-9,3.3,98,-8,-10.0,-15.0,-13.0,3.1,98.0,-11.0,-13.0,-17.0,-13.0,3.1,98.0,-13.0,-15.0,-22.0,-18.0,3.1,98.0,-16.0
31,2010-02-01,-1,-7,-2,3.3,98,-3,-7.0,-12.0,-9.0,3.3,98.0,-8.0,-10.0,-15.0,-13.0,3.1,98.0,-11.0,-13.0,-17.0,-13.0,3.1,98.0,-13.0
32,2010-02-02,-3,-4,-4,3.3,98,-5,-1.0,-7.0,-2.0,3.3,98.0,-3.0,-7.0,-12.0,-9.0,3.3,98.0,-8.0,-10.0,-15.0,-13.0,3.1,98.0,-11.0
33,2010-02-03,-3,-5,-4,5.1,98,-4,-3.0,-4.0,-4.0,3.3,98.0,-5.0,-1.0,-7.0,-2.0,3.3,98.0,-3.0,-7.0,-12.0,-9.0,3.3,98.0,-8.0
34,2010-02-04,-10,-12,-10,8.7,97,-10,-3.0,-5.0,-4.0,5.1,98.0,-4.0,-3.0,-4.0,-4.0,3.3,98.0,-5.0,-1.0,-7.0,-2.0,3.3,98.0,-3.0
35,2010-02-05,-12,-15,-14,8.7,98,-12,-10.0,-12.0,-10.0,8.7,97.0,-10.0,-3.0,-5.0,-4.0,5.1,98.0,-4.0,-3.0,-4.0,-4.0,3.3,98.0,-5.0
36,2010-02-06,-10,-17,-13,8.7,97,-11,-12.0,-15.0,-14.0,8.7,98.0,-12.0,-10.0,-12.0,-10.0,8.7,97.0,-10.0,-3.0,-5.0,-4.0,5.1,98.0,-4.0
37,2010-02-07,-10,-18,-12,6.9,98,-10,-10.0,-17.0,-13.0,8.7,97.0,-11.0,-12.0,-15.0,-14.0,8.7,98.0,-12.0,-10.0,-12.0,-10.0,8.7,97.0,-10.0
38,2010-02-08,-14,-16,-15,6.9,98,-14,-10.0,-18.0,-12.0,6.9,98.0,-10.0,-10.0,-17.0,-13.0,8.7,97.0,-11.0,-12.0,-15.0,-14.0,8.7,98.0,-12.0
39,2010-02-09,-8,-13,-9,3.4,98,-9,-14.0,-16.0,-15.0,6.9,98.0,-14.0,-10.0,-18.0,-12.0,6.9,98.0,-10.0,-10.0,-17.0,-13.0,8.7,97.0,-11.0
40,2010-02-10,-11,-13,-12,3.4,98,-11,-8.0,-13.0,-9.0,3.4,98.0,-9.0,-14.0,-16.0,-15.0,6.9,98.0,-14.0,-10.0,-18.0,-12.0,6.9,98.0,-10.0
41,2010-02-11,-11,-13,-11,3.5,98,-11,-11.0,-13.0,-12.0,3.4,98.0,-11.0,-8.0,-13.0,-9.0,3.4,98.0,-9.0,-14.0,-16.0,-15.0,6.9,98.0,-14.0
42,2010-02-12,-11,-16,-13,8.7,95,-12,-11.0,-13.0,-11.0,3.5,98.0,-11.0,-11.0,-13.0,-12.0,3.4,98.0,-11.0,-8.0,-13.0,-9.0,3.4,98.0,-9.0
43,2010-02-13,-11,-16,-13,3.6,98,-13,-11.0,-16.0,-13.0,8.7,95.0,-12.0,-11.0,-13.0,-11.0,3.5,98.0,-11.0,-11.0,-13.0,-12.0,3.4,98.0,-11.0
44,2010-02-14,-9,-11,-10,3.7,98,-9,-11.0,-16.0,-13.0,3.6,98.0,-13.0,-11.0,-16.0,-13.0,8.7,95.0,-12.0,-11.0,-13.0,-11.0,3.5,98.0,-11.0
45,2010-02-15,-6,-10,-8,3.7,97,-7,-9.0,-11.0,-10.0,3.7,98.0,-9.0,-11.0,-16.0,-13.0,3.6,98.0,-13.0,-11.0,-16.0,-13.0,8.7,95.0,-12.0
46,2010-02-16,-10,-15,-12,5.4,98,-10,-6.0,-10.0,-8.0,3.7,97.0,-7.0,-9.0,-11.0,-10.0,3.7,98.0,-9.0,-11.0,-16.0,-13.0,3.6,98.0,-13.0
47,2010-02-17,-10,-21,-15,5.4,98,-11,-10.0,-15.0,-12.0,5.4,98.0,-10.0,-6.0,-10.0,-8.0,3.7,97.0,-7.0,-9.0,-11.0,-10.0,3.7,98.0,-9.0
48,2010-02-18,-5,-22,-9,3.7,98,-8,-10.0,-21.0,-15.0,5.4,98.0,-11.0,-10.0,-15.0,-12.0,5.4,98.0,-10.0,-6.0,-10.0,-8.0,3.7,97.0,-7.0
49,2010-02-19,-3,-15,-8,3.7,99,-8,-5.0,-22.0,-9.0,3.7,98.0,-8.0,-10.0,-21.0,-15.0,5.4,98.0,-11.0,-10.0,-15.0,-12.0,5.4,98.0,-10.0
50,2010-02-20,-11,-13,-11,3.8,99,-11,-3.0,-15.0,-8.0,3.7,99.0,-8.0,-5.0,-22.0,-9.0,3.7,98.0,-8.0,-10.0,-21.0,-15.0,5.4,98.0,-11.0
51,2010-02-21,-12,-15,-13,3.8,98,-12,-11.0,-13.0,-11.0,3.8,99.0,-11.0,-3.0,-15.0,-8.0,3.7,99.0,-8.0,-5.0,-22.0,-9.0,3.7,98.0,-8.0
52,2010-02-22,-9,-12,-10,3.8,98,-9,-12.0,-15.0,-13.0,3.8,98.0,-12.0,-11.0,-13.0,-11.0,3.8,99.0,-11.0,-3.0,-15.0,-8.0,3.7,99.0,-8.0
53,2010-02-23,-5,-15,-7,3.8,99,-6,-9.0,-12.0,-10.0,3.8,98.0,-9.0,-12.0,-15.0,-13.0,3.8,98.0,-12.0,-11.0,-13.0,-11.0,3.8,99.0,-11.0
54,2010-02-24,1,-3,0,3.8,100,1,-5.0,-15.0,-7.0,3.8,99.0,-6.0,-9.0,-12.0,-10.0,3.8,98.0,-9.0,-12.0,-15.0,-13.0,3.8,98.0,-12.0
55,2010-02-25,-3,-5,-4,3.8,99,-3,1.0,-3.0,0.0,3.8,100.0,1.0,-5.0,-15.0,-7.0,3.8,99.0,-6.0,-9.0,-12.0,-10.0,3.8,98.0,-9.0
56,2010-02-26,0,-4,0,3.9,99,0,-3.0,-5.0,-4.0,3.8,99.0,-3.0,1.0,-3.0,0.0,3.8,100.0,1.0,-5.0,-15.0,-7.0,3.8,99.0,-6.0
57,2010-02-27,-1,-5,-3,3.9,98,-1,0.0,-4.0,0.0,3.9,99.0,0.0,-3.0,-5.0,-4.0,3.8,99.0,-3.0,1.0,-3.0,0.0,3.8,100.0,1.0
58,2010-02-28,-3,-6,-4,5.4,98,-3,-1.0,-5.0,-3.0,3.9,98.0,-1.0,0.0,-4.0,0.0,3.9,99.0,0.0,-3.0,-5.0,-4.0,3.8,99.0,-3.0
59,2010-03-01,-1,-6,-2,5.4,98,-1,-3.0,-6.0,-4.0,5.4,98.0,-3.0,-1.0,-5.0,-3.0,3.9,98.0,-1.0,0.0,-4.0,0.0,3.9,99.0,0.0
60,2010-03-02,1,0,0,5.4,100,1,-1.0,-6.0,-2.0,5.4,98.0,-1.0,-3.0,-6.0,-4.0,5.4,98.0,-3.0,-1.0,-5.0,-3.0,3.9,98.0,-1.0
61,2010-03-03,-1,-3,-2,5.5,96,-2,1.0,0.0,0.0,5.4,100.0,1.0,-1.0,-6.0,-2.0,5.4,98.0,-1.0,-3.0,-6.0,-4.0,5.4,98.0,-3.0
62,2010-03-04,-2,-6,-3,5.5,98,-3,-1.0,-3.0,-2.0,5.5,96.0,-2.0,1.0,0.0,0.0,5.4,100.0,1.0,-1.0,-6.0,-2.0,5.4,98.0,-1.0
63,2010-03-05,-5,-8,-6,5.5,98,-5,-2.0,-6.0,-3.0,5.5,98.0,-3.0,-1.0,-3.0,-2.0,5.5,96.0,-2.0,1.0,0.0,0.0,5.4,100.0,1.0
64,2010-03-06,-5,-10,-7,5.5,96,-5,-5.0,-8.0,-6.0,5.5,98.0,-5.0,-2.0,-6.0,-3.0,5.5,98.0,-3.0,-1.0,-3.0,-2.0,5.5,96.0,-2.0
65,2010-03-07,-8,-12,-9,5.6,98,-8,-5.0,-10.0,-7.0,5.5,96.0,-5.0,-5.0,-8.0,-6.0,5.5,98.0,-5.0,-2.0,-6.0,-3.0,5.5,98.0,-3.0
66,2010-03-08,-7,-11,-9,5.6,98,-8,-8.0,-12.0,-9.0,5.6,98.0,-8.0,-5.0,-10.0,-7.0,5.5,96.0,-5.0,-5.0,-8.0,-6.0,5.5,98.0,-5.0
67,2010-03-09,-5,-10,-6,5.6,98,-6,-7.0,-11.0,-9.0,5.6,98.0,-8.0,-8.0,-12.0,-9.0,5.6,98.0,-8.0,-5.0,-10.0,-7.0,5.5,96.0,-5.0
68,2010-03-10,-3,-6,-4,7.3,98,-3,-5.0,-10.0,-6.0,5.6,98.0,-6.0,-7.0,-11.0,-9.0,5.6,98.0,-8.0,-8.0,-12.0,-9.0,5.6,98.0,-8.0
69,2010-03-11,0,-4,-1,8.7,98,0,-3.0,-6.0,-4.0,7.3,98.0,-3.0,-5.0,-10.0,-6.0,5.6,98.0,-6.0,-7.0,-11.0,-9.0,5.6,98.0,-8.0
70,2010-03-12,-2,-7,-3,10.2,98,-3,0.0,-4.0,-1.0,8.7,98.0,0.0,-3.0,-6.0,-4.0,7.3,98.0,-3.0,-5.0,-10.0,-6.0,5.6,98.0,-6.0
71,2010-03-13,0,-10,-3,5.9,98,-3,-2.0,-7.0,-3.0,10.2,98.0,-3.0,0.0,-4.0,-1.0,8.7,98.0,0.0,-3.0,-6.0,-4.0,7.3,98.0,-3.0
72,2010-03-14,-4,-10,-6,7.3,96,-5,0.0,-10.0,-3.0,5.9,98.0,-3.0,-2.0,-7.0,-3.0,10.2,98.0,-3.0,0.0,-4.0,-1.0,8.7,98.0,0.0
73,2010-03-15,-5,-11,-6,5.9,96,-5,-4.0,-10.0,-6.0,7.3,96.0,-5.0,0.0,-10.0,-3.0,5.9,98.0,-3.0,-2.0,-7.0,-3.0,10.2,98.0,-3.0
74,2010-03-16,-7,-11,-8,6.0,96,-8,-5.0,-11.0,-6.0,5.9,96.0,-5.0,-4.0,-10.0,-6.0,7.3,96.0,-5.0,0.0,-10.0,-3.0,5.9,98.0,-3.0
75,2010-03-17,-8,-15,-10,6.0,97,-9,-7.0,-11.0,-8.0,6.0,96.0,-8.0,-5.0,-11.0,-6.0,5.9,96.0,-5.0,-4.0,-10.0,-6.0,7.3,96.0,-5.0
76,2010-03-18,-5,-16,-8,6.0,98,-7,-8.0,-15.0,-10.0,6.0,97.0,-9.0,-7.0,-11.0,-8.0,6.0,96.0,-8.0,-5.0,-11.0,-6.0,5.9,96.0,-5.0
77,2010-03-19,0,-7,-2,6.0,98,-3,-5.0,-16.0,-8.0,6.0,98.0,-7.0,-8.0,-15.0,-10.0,6.0,97.0,-9.0,-7.0,-11.0,-8.0,6.0,96.0,-8.0
78,2010-03-20,1,0,1,6.1,100,1,0.0,-7.0,-2.0,6.0,98.0,-3.0,-5.0,-16.0,-8.0,6.0,98.0,-7.0,-8.0,-15.0,-10.0,6.0,97.0,-9.0
79,2010-03-21,1,0,1,6.1,100,1,1.0,0.0,1.0,6.1,100.0,1.0,0.0,-7.0,-2.0,6.0,98.0,-3.0,-5.0,-16.0,-8.0,6.0,98.0,-7.0
80,2010-03-22,1,-1,0,6.1,100,0,1.0,0.0,1.0,6.1,100.0,1.0,1.0,0.0,1.0,6.1,100.0,1.0,0.0,-7.0,-2.0,6.0,98.0,-3.0
81,2010-03-23,-1,-4,-2,6.1,97,-2,1.0,-1.0,0.0,6.1,100.0,0.0,1.0,0.0,1.0,6.1,100.0,1.0,1.0,0.0,1.0,6.1,100.0,1.0
82,2010-03-24,1,-2,0,6.1,100,1,-1.0,-4.0,-2.0,6.1,97.0,-2.0,1.0,-1.0,0.0,6.1,100.0,0.0,1.0,0.0,1.0,6.1,100.0,1.0
83,2010-03-25,-1,-13,-4,8.9,96,-2,1.0,-2.0,0.0,6.1,100.0,1.0,-1.0,-4.0,-2.0,6.1,97.0,-2.0,1.0,-1.0,0.0,6.1,100.0,0.0
84,2010-03-26,1,-15,0,6.2,100,1,-1.0,-13.0,-4.0,8.9,96.0,-2.0,1.0,-2.0,0.0,6.1,100.0,1.0,-1.0,-4.0,-2.0,6.1,97.0,-2.0
85,2010-03-27,3,0,1,10.3,100,2,1.0,-15.0,0.0,6.2,100.0,1.0,-1.0,-13.0,-4.0,8.9,96.0,-2.0,1.0,-2.0,0.0,6.1,100.0,1.0
86,2010-03-28,7,0,4,10.3,82,5,3.0,0.0,1.0,10.3,100.0,2.0,1.0,-15.0,0.0,6.2,100.0,1.0,-1.0,-13.0,-4.0,8.9,96.0,-2.0
87,2010-03-29,3,1,3,6.5,98,3,7.0,0.0,4.0,10.3,82.0,5.0,3.0,0.0,1.0,10.3,100.0,2.0,1.0,-15.0,0.0,6.2,100.0,1.0
88,2010-03-30,8,1,5,6.5,96,5,3.0,1.0,3.0,6.5,98.0,3.0,7.0,0.0,4.0,10.3,82.0,5.0,3.0,0.0,1.0,10.3,100.0,2.0
89,2010-03-31,9,3,7,6.5,84,7,8.0,1.0,5.0,6.5,96.0,5.0,3.0,1.0,3.0,6.5,98.0,3.0,7.0,0.0,4.0,10.3,82.0,5.0
90,2010-04-01,10,5,8,11.6,73,6,9.0,3.0,7.0,6.5,84.0,7.0,8.0,1.0,5.0,6.5,96.0,5.0,3.0,1.0,3.0,6.5,98.0,3.0
91,2010-04-02,11,4,8,13.3,63,4,10.0,5.0,8.0,11.6,73.0,6.0,9.0,3.0,7.0,6.5,84.0,7.0,8.0,1.0,5.0,6.5,96.0,5.0
92,2010-04-03,11,3,8,12.1,66,5,11.0,4.0,8.0,13.3,63.0,4.0,10.0,5.0,8.0,11.6,73.0,6.0,9.0,3.0,7.0,6.5,84.0,7.0
93,2010-04-04,12,4,9,12.1,57,4,11.0,3.0,8.0,12.1,66.0,5.0,11.0,4.0,8.0,13.3,63.0,4.0,10.0,5.0,8.0,11.6,73.0,6.0
94,2010-04-05,12,4,9,12.1,70,7,12.0,4.0,9.0,12.1,57.0,4.0,11.0,3.0,8.0,12.1,66.0,5.0,11.0,4.0,8.0,13.3,63.0,4.0
95,2010-04-06,16,2,12,13.7,50,5,12.0,4.0,9.0,12.1,70.0,7.0,12.0,4.0,9.0,12.1,57.0,4.0,11.0,3.0,8.0,12.1,66.0,5.0
96,2010-04-07,15,4,12,12.1,46,3,16.0,2.0,12.0,13.7,50.0,5.0,12.0,4.0,9.0,12.1,70.0,7.0,12.0,4.0,9.0,12.1,57.0,4.0
97,2010-04-08,16,5,12,13.3,43,3,15.0,4.0,12.0,12.1,46.0,3.0,16.0,2.0,12.0,13.7,50.0,5.0,12.0,4.0,9.0,12.1,70.0,7.0
98,2010-04-09,16,4,13,13.8,39,2,16.0,5.0,12.0,13.3,43.0,3.0,15.0,4.0,12.0,12.1,46.0,3.0,16.0,2.0,12.0,13.7,50.0,5.0
99,2010-04-10,13,4,10,13.9,35,-2,16.0,4.0,13.0,13.8,39.0,2.0,16.0,5.0,12.0,13.3,43.0,3.0,15.0,4.0,12.0,12.1,46.0,3.0
100,2010-04-11,15,2,12,13.9,35,0,13.0,4.0,10.0,13.9,35.0,-2.0,16.0,4.0,13.0,13.8,39.0,2.0,16.0,5.0,12.0,13.3,43.0,3.0
101,2010-04-12,11,3,9,14.0,46,0,15.0,2.0,12.0,13.9,35.0,0.0,13.0,4.0,10.0,13.9,35.0,-2.0,16.0,4.0,13.0,13.8,39.0,2.0
102,2010-04-13,12,2,9,14.0,33,-3,11.0,3.0,9.0,14.0,46.0,0.0,15.0,2.0,12.0,13.9,35.0,0.0,13.0,4.0,10.0,13.9,35.0,-2.0
103,2010-04-14,14,1,12,14.1,36,-1,12.0,2.0,9.0,14.0,33.0,-3.0,11.0,3.0,9.0,14.0,46.0,0.0,15.0,2.0,12.0,13.9,35.0,0.0
104,2010-04-15,13,6,11,14.1,44,1,14.0,1.0,12.0,14.1,36.0,-1.0,12.0,2.0,9.0,14.0,33.0,-3.0,11.0,3.0,9.0,14.0,46.0,0.0
105,2010-04-16,15,6,13,14.2,41,2,13.0,6.0,11.0,14.1,44.0,1.0,14.0,1.0,12.0,14.1,36.0,-1.0,12.0,2.0,9.0,14.0,33.0,-3.0
106,2010-04-17,13,6,10,10.0,57,4,15.0,6.0,13.0,14.2,41.0,2.0,13.0,6.0,11.0,14.1,44.0,1.0,14.0,1.0,12.0,14.1,36.0,-1.0
107,2010-04-18,11,5,9,12.3,49,1,13.0,6.0,10.0,10.0,57.0,4.0,15.0,6.0,13.0,14.2,41.0,2.0,13.0,6.0,11.0,14.1,44.0,1.0
108,2010-04-19,16,5,13,13.4,39,2,11.0,5.0,9.0,12.3,49.0,1.0,13.0,6.0,10.0,10.0,57.0,4.0,15.0,6.0,13.0,14.2,41.0,2.0
109,2010-04-20,10,7,9,9.0,86,7,16.0,5.0,13.0,13.4,39.0,2.0,11.0,5.0,9.0,12.3,49.0,1.0,13.0,6.0,10.0,10.0,57.0,4.0
110,2010-04-21,13,6,11,12.3,71,8,10.0,7.0,9.0,9.0,86.0,7.0,16.0,5.0,13.0,13.4,39.0,2.0,11.0,5.0,9.0,12.3,49.0,1.0
111,2010-04-22,13,5,11,10.1,68,7,13.0,6.0,11.0,12.3,71.0,8.0,10.0,7.0,9.0,9.0,86.0,7.0,16.0,5.0,13.0,13.4,39.0,2.0
112,2010-04-23,5,1,4,11.2,83,2,13.0,5.0,11.0,10.1,68.0,7.0,13.0,6.0,11.0,12.3,71.0,8.0,10.0,7.0,9.0,9.0,86.0,7.0
113,2010-04-24,9,2,7,13.4,60,1,5.0,1.0,4.0,11.2,83.0,2.0,13.0,5.0,11.0,10.1,68.0,7.0,13.0,6.0,11.0,12.3,71.0,8.0
114,2010-04-25,6,0,4,10.2,66,0,9.0,2.0,7.0,13.4,60.0,1.0,5.0,1.0,4.0,11.2,83.0,2.0,13.0,5.0,11.0,10.1,68.0,7.0
115,2010-04-26,8,-1,5,14.5,41,-5,6.0,0.0,4.0,10.2,66.0,0.0,9.0,2.0,7.0,13.4,60.0,1.0,5.0,1.0,4.0,11.2,83.0,2.0
116,2010-04-27,14,1,11,14.5,39,0,8.0,-1.0,5.0,14.5,41.0,-5.0,6.0,0.0,4.0,10.2,66.0,0.0,9.0,2.0,7.0,13.4,60.0,1.0
117,2010-04-28,11,4,9,10.6,93,6,14.0,1.0,11.0,14.5,39.0,0.0,8.0,-1.0,5.0,14.5,41.0,-5.0,6.0,0.0,4.0,10.2,66.0,0.0
118,2010-04-29,13,4,10,14.5,42,0,11.0,4.0,9.0,10.6,93.0,6.0,14.0,1.0,11.0,14.5,39.0,0.0,8.0,-1.0,5.0,14.5,41.0,-5.0
119,2010-04-30,15,4,12,11.6,63,8,13.0,4.0,10.0,14.5,42.0,0.0,11.0,4.0,9.0,10.6,93.0,6.0,14.0,1.0,11.0,14.5,39.0,0.0
120,2010-05-01,21,7,17,13.6,57,12,15.0,4.0,12.0,11.6,63.0,8.0,13.0,4.0,10.0,14.5,42.0,0.0,11.0,4.0,9.0,10.6,93.0,6.0
121,2010-05-02,21,13,17,11.7,85,17,21.0,7.0,17.0,13.6,57.0,12.0,15.0,4.0,12.0,11.6,63.0,8.0,13.0,4.0,10.0,14.5,42.0,0.0
122,2010-05-03,21,12,16,13.6,88,13,21.0,13.0,17.0,11.7,85.0,17.0,21.0,7.0,17.0,13.6,57.0,12.0,15.0,4.0,12.0,11.6,63.0,8.0
123,2010-05-04,21,13,18,12.6,54,11,21.0,12.0,16.0,13.6,88.0,13.0,21.0,13.0,17.0,11.7,85.0,17.0,21.0,7.0,17.0,13.6,57.0,12.0
124,2010-05-05,23,13,20,14.5,40,8,21.0,13.0,18.0,12.6,54.0,11.0,21.0,12.0,16.0,13.6,88.0,13.0,21.0,13.0,17.0,11.7,85.0,17.0
125,2010-05-06,11,7,9,11.7,88,7,23.0,13.0,20.0,14.5,40.0,8.0,21.0,13.0,18.0,12.6,54.0,11.0,21.0,12.0,16.0,13.6,88.0,13.0
126,2010-05-07,21,7,16,14.5,58,12,11.0,7.0,9.0,11.7,88.0,7.0,23.0,13.0,20.0,14.5,40.0,8.0,21.0,13.0,18.0,12.6,54.0,11.0
127,2010-05-08,27,14,24,14.5,31,9,21.0,7.0,16.0,14.5,58.0,12.0,11.0,7.0,9.0,11.7,88.0,7.0,23.0,13.0,20.0,14.5,40.0,8.0
128,2010-05-09,25,14,22,14.5,43,12,27.0,14.0,24.0,14.5,31.0,9.0,21.0,7.0,16.0,14.5,58.0,12.0,11.0,7.0,9.0,11.7,88.0,7.0
129,2010-05-10,21,14,19,13.6,65,15,25.0,14.0,22.0,14.5,43.0,12.0,27.0,14.0,24.0,14.5,31.0,9.0,21.0,7.0,16.0,14.5,58.0,12.0
130,2010-05-11,26,13,21,14.5,39,11,21.0,14.0,19.0,13.6,65.0,15.0,25.0,14.0,22.0,14.5,43.0,12.0,27.0,14.0,24.0,14.5,31.0,9.0
131,2010-05-12,26,14,23,14.5,37,10,26.0,13.0,21.0,14.5,39.0,11.0,21.0,14.0,19.0,13.6,65.0,15.0,25.0,14.0,22.0,14.5,43.0,12.0
132,2010-05-13,24,14,21,14.5,42,9,26.0,14.0,23.0,14.5,37.0,10.0,26.0,13.0,21.0,14.5,39.0,11.0,21.0,14.0,19.0,13.6,65.0,15.0
133,2010-05-14,22,13,19,14.5,53,10,24.0,14.0,21.0,14.5,42.0,9.0,26.0,14.0,23.0,14.5,37.0,10.0,26.0,13.0,21.0,14.5,39.0,11.0
134,2010-05-15,26,12,22,14.5,46,13,22.0,13.0,19.0,14.5,53.0,10.0,24.0,14.0,21.0,14.5,42.0,9.0,26.0,14.0,23.0,14.5,37.0,10.0
